Date,Price,Open,High,Low,Change %
"Apr 10, 2020",166.05,167.25,167.25,166.15,-0.42%
"Apr 09, 2020",166.75,167.5,167.965,166.78,0.00%
"Apr 08, 2020",166.75,167.5,168,165.965,-0.15%
"Apr 07, 2020",167,166.9,167.825,165.965,0.45%
"Apr 06, 2020",166.25,167.25,167.45,165.965,-0.15%
"Apr 03, 2020",166.5,166.55,167.39,165.845,0.15%
"Apr 02, 2020",166.25,166.13,167.2,165.75,0.64%
"Apr 01, 2020",165.19,166.13,166.42,165.24,-0.34%
"Mar 31, 2020",165.75,165.43,167.3,165.095,-0.15%
"Mar 30, 2020",166,165.1,167.05,164.99,1.15%
"Mar 27, 2020",164.12,168,168.125,164,-2.08%
"Mar 26, 2020",167.6,161.55,168.425,159.275,4.75%
"Mar 25, 2020",160,159,162.55,158.9,0.69%
"Mar 24, 2020",158.9,158.2,159.565,158.15,0.70%
"Mar 23, 2020",157.8,158.2,158.77,158.2,-0.25%
"Mar 20, 2020",158.2,158.48,159.4,158.275,0.37%
"Mar 19, 2020",157.61,158.5,159.325,158.105,-0.24%
"Mar 18, 2020",157.99,158.55,159.3,158.15,0.06%
"Mar 17, 2020",157.9,158.9,159.475,158.075,-0.11%
"Mar 16, 2020",158.08,156.4,159.105,156.4,0.62%
"Mar 14, 2020",157.1,157.35,157.35,157.35,-0.88%
"Mar 13, 2020",158.5,159.08,159.665,156.7,0.00%
"Mar 12, 2020",158.5,158.7,159.565,157.8,0.06%
"Mar 11, 2020",158.4,158,158.85,154.265,0.57%
"Mar 10, 2020",157.5,157.8,158.95,155.8,1.29%
"Mar 09, 2020",155.5,154.23,157.975,153.92,0.88%
"Mar 07, 2020",154.15,154.35,154.525,154.05,0.28%
"Mar 06, 2020",153.72,154.27,154.78,153.975,-0.05%
"Mar 05, 2020",153.8,154.27,154.61,153.93,0.00%
"Mar 04, 2020",153.8,154.27,154.59,153.975,0.09%
"Mar 03, 2020",153.66,154.43,154.71,153.94,-0.11%
"Mar 02, 2020",153.83,154.1,154.76,153.98,-0.22%
"Feb 29, 2020",154.165,154.165,154.165,154.165,0.34%
"Feb 28, 2020",153.65,154.22,154.85,153.915,0.20%
"Feb 27, 2020",153.34,154.22,154.625,153.735,0.00%
"Feb 26, 2020",153.34,154.22,154.63,153.78,-0.31%
"Feb 25, 2020",153.82,154.22,154.64,154.015,0.06%
"Feb 24, 2020",153.73,154.5,154.735,153.79,-0.37%
"Feb 22, 2020",154.3,154.3,154.3,154.3,0.26%
"Feb 21, 2020",153.9,154.24,154.635,153.975,0.30%
"Feb 20, 2020",153.44,154.25,154.82,153.815,-0.20%
"Feb 19, 2020",153.75,154.38,154.68,153.795,-0.10%
"Feb 18, 2020",153.9,154.27,154.655,154.01,0.00%
"Feb 17, 2020",153.9,153.72,154.615,153.72,-0.26%
"Feb 15, 2020",154.295,154.295,154.295,154.295,0.30%
"Feb 14, 2020",153.83,154.42,154.84,153.92,-0.03%
"Feb 13, 2020",153.88,154.42,154.735,154.04,0.27%
"Feb 12, 2020",153.46,154.42,154.765,153.905,-0.30%
"Feb 11, 2020",153.92,154.65,154.82,154.17,-0.05%
"Feb 10, 2020",154,154.52,155.25,154.105,-0.33%
"Feb 08, 2020",154.515,154.515,154.515,154.515,0.33%
"Feb 07, 2020",154.01,154.58,154.815,154.2,0.21%
"Feb 06, 2020",153.69,154.44,154.82,153.915,0.14%
"Feb 05, 2020",153.48,154.44,154.62,154.16,-0.12%
"Feb 04, 2020",153.66,154.66,154.79,154.005,-0.23%
"Feb 03, 2020",154.02,154.2,154.96,154.15,-0.31%
"Feb 01, 2020",154.5,154.5,154.5,154.5,0.49%
"Jan 31, 2020",153.74,154.55,154.905,154.09,-0.10%
"Jan 30, 2020",153.9,154.54,154.81,154.17,-0.06%
"Jan 29, 2020",154,154.63,154.865,154.27,-0.08%
"Jan 28, 2020",154.12,154.54,154.835,154.255,0.16%
"Jan 27, 2020",153.87,154.18,155.255,154.02,-0.54%
"Jan 25, 2020",154.705,154.705,154.705,154.705,0.46%
"Jan 24, 2020",154,154.735,154.98,154.26,0.00%
"Jan 23, 2020",154,154.53,154.99,154.23,-0.03%
"Jan 22, 2020",154.04,154.65,154.81,154.28,-0.14%
"Jan 21, 2020",154.25,154.65,155.01,154.425,0.00%
"Jan 20, 2020",154.25,154.21,154.865,154.165,-0.27%
"Jan 18, 2020",154.67,154.67,154.67,154.67,0.26%
"Jan 17, 2020",154.27,154.66,154.975,154.26,0.44%
"Jan 16, 2020",153.59,154.76,155.275,154.125,-0.64%
"Jan 15, 2020",154.58,154.85,155.245,154.375,0.11%
"Jan 14, 2020",154.41,154.85,155.14,154.625,-0.03%
"Jan 13, 2020",154.45,154.89,155.085,154.465,-0.31%
"Jan 11, 2020",154.93,154.93,154.93,154.93,0.34%
"Jan 10, 2020",154.4,154.7,155.205,154.49,0.26%
"Jan 09, 2020",154,154.9,155.125,154.4,-0.32%
"Jan 08, 2020",154.5,154.87,155.305,154.35,-0.05%
"Jan 07, 2020",154.58,154.87,155.25,154.555,0.07%
"Jan 06, 2020",154.47,154.5,155.48,154.49,-0.26%
"Jan 04, 2020",154.875,154.875,154.875,154.875,0.28%
"Jan 03, 2020",154.45,155,155.17,154.49,-0.10%
"Jan 02, 2020",154.6,154.87,155.24,154.41,0.08%
"Jan 01, 2020",154.47,154.87,155.07,154.67,-0.02%
"Dec 31, 2019",154.5,154.87,155.205,154.665,-0.06%
"Dec 30, 2019",154.6,154.48,155.145,154.475,-0.16%
"Dec 28, 2019",154.85,154.85,154.85,154.85,0.32%
"Dec 27, 2019",154.35,155.38,155.59,154.6,0.20%
"Dec 26, 2019",154.04,154.9,155.565,154.325,-0.30%
"Dec 25, 2019",154.5,154.9,154.9,154.9,0.39%
"Dec 24, 2019",153.9,154.21,155.185,154.21,-0.36%
"Dec 23, 2019",154.46,154.61,155.19,154.21,-0.32%
"Dec 21, 2019",154.95,154.95,154.95,154.95,0.45%
"Dec 20, 2019",154.25,154.22,155.325,154.21,0.18%
"Dec 19, 2019",153.98,154.22,155.045,154.21,0.01%
"Dec 18, 2019",153.97,154.25,155.445,154.22,-0.31%
"Dec 17, 2019",154.45,154.37,155.195,154.25,0.21%
"Dec 16, 2019",154.12,154.61,155.285,154.28,-0.34%
"Dec 14, 2019",154.65,154.65,154.65,154.65,0.44%
"Dec 13, 2019",153.98,154.3,155.25,154.23,-0.37%
"Dec 12, 2019",154.55,154.33,155.3,154.3,0.40%
"Dec 11, 2019",153.93,154.33,155.265,154.33,-1.31%
"Dec 10, 2019",155.98,154.4,156.755,154.33,0.79%
"Dec 09, 2019",154.75,154.14,156.755,154.12,0.13%
"Dec 07, 2019",154.555,154.555,154.555,154.555,0.41%
"Dec 06, 2019",153.93,154.68,155.9,154.375,-0.50%
"Dec 05, 2019",154.7,154.77,155.495,154.68,0.01%
"Dec 04, 2019",154.69,154.8,155.555,154.67,-0.07%
"Dec 03, 2019",154.8,154.91,156.755,154.785,0.03%
"Dec 02, 2019",154.75,155.275,156.755,154.75,-0.48%
"Nov 30, 2019",155.5,155.5,155.5,155.5,0.23%
"Nov 29, 2019",155.15,155.11,155.565,154.87,-0.06%
"Nov 28, 2019",155.24,155.22,155.47,154.98,0.06%
"Nov 27, 2019",155.15,155.28,156.755,155.02,-0.53%
"Nov 26, 2019",155.98,155.23,156.755,154.87,0.63%
"Nov 25, 2019",155,156.2,156.24,154.99,-0.77%
"Nov 23, 2019",156.2,156.2,156.2,156.2,0.51%
"Nov 22, 2019",155.4,155.21,156.755,154.99,0.42%
"Nov 21, 2019",154.75,155.28,156.755,155.03,-0.08%
"Nov 20, 2019",154.88,156.175,156.755,155.08,-0.30%
"Nov 19, 2019",155.35,155.27,156.93,155.075,0.31%
"Nov 18, 2019",154.87,155.45,156.755,155.065,-0.28%
"Nov 16, 2019",155.31,155.31,155.31,155.31,0.34%
"Nov 15, 2019",154.78,155.28,155.575,155.065,-0.77%
"Nov 14, 2019",155.98,155.33,156.99,154.91,0.68%
"Nov 13, 2019",154.93,155.33,156.225,155.19,-0.05%
"Nov 12, 2019",155,156.25,156.3,155,-0.32%
"Nov 11, 2019",155.5,156.2,156.25,154.9,-0.45%
"Nov 09, 2019",156.2,156.2,156.2,156.2,0.51%
"Nov 08, 2019",155.4,156.2,156.25,155.075,0.00%
"Nov 07, 2019",155.4,156.2,156.3,155.1,0.00%
"Nov 06, 2019",155.4,156.225,156.275,155.18,-0.03%
"Nov 05, 2019",155.45,155.2,156.975,155.15,0.19%
"Nov 04, 2019",155.15,155.2,156,155.2,0.19%
"Nov 02, 2019",154.86,154.86,154.86,154.86,0.26%
"Nov 01, 2019",154.46,155.35,157.5,154.74,-0.32%
"Oct 31, 2019",154.95,155.3,156.05,155.085,0.03%
"Oct 30, 2019",154.9,155.4,156.075,155.25,0.36%
"Oct 29, 2019",154.35,155.33,156.04,154.99,-0.61%
"Oct 28, 2019",155.29,155.4,156.075,155.025,-0.55%
"Oct 26, 2019",156.145,156.145,156.145,156.145,0.56%
"Oct 25, 2019",155.28,155.5,156.99,155.33,0.37%
"Oct 24, 2019",154.7,155.3,156.69,155.2,-0.48%
"Oct 23, 2019",155.45,155.25,156.675,155.25,-0.16%
"Oct 22, 2019",155.7,156.4,156.975,155.25,-0.06%
"Oct 21, 2019",155.8,155.47,156.74,155.45,-0.37%
"Oct 19, 2019",156.375,156.375,156.375,156.375,0.40%
"Oct 18, 2019",155.75,155.58,156.755,155.515,-0.10%
"Oct 17, 2019",155.9,155.75,156.85,155.44,0.10%
"Oct 16, 2019",155.75,155.85,156.805,155.675,-0.06%
"Oct 15, 2019",155.85,155.6,156.79,155.595,0.03%
"Oct 14, 2019",155.8,156.675,156.775,155.55,-0.56%
"Oct 12, 2019",156.675,156.675,156.675,156.675,0.53%
"Oct 11, 2019",155.85,155.9,156.895,155.675,-0.03%
"Oct 10, 2019",155.9,155.85,157.11,155.775,-0.07%
"Oct 09, 2019",156.01,156.05,156.955,155.795,-0.11%
"Oct 08, 2019",156.18,156,157.295,155.975,-0.04%
"Oct 07, 2019",156.25,156.1,157.205,155.9,-0.46%
"Oct 05, 2019",156.975,156.975,156.975,156.975,0.34%
"Oct 04, 2019",156.45,155.97,156.99,155.685,0.22%
"Oct 03, 2019",156.1,155.97,157,155.915,0.06%
"Oct 02, 2019",156,156.05,156.93,155.77,-0.10%
"Oct 01, 2019",156.15,155.7,156.9,155.7,0.10%
"Sep 30, 2019",156,155.6,156.95,155.58,-0.54%
"Sep 28, 2019",156.85,156.85,156.85,156.85,0.42%
"Sep 27, 2019",156.2,156.825,156.85,155.55,0.03%
"Sep 26, 2019",156.15,155.55,156.84,155.55,0.00%
"Sep 25, 2019",156.15,155.55,156.825,155.55,0.42%
"Sep 24, 2019",155.5,155.53,156.84,155.45,-0.42%
"Sep 23, 2019",156.15,155.5,156.935,155.5,-0.32%
"Sep 21, 2019",156.65,156.65,156.65,156.65,0.55%
"Sep 20, 2019",155.8,155.5,156.84,155.4,-0.06%
"Sep 19, 2019",155.9,155.65,161,155.5,-0.26%
"Sep 18, 2019",156.3,155.73,156.97,155.65,0.19%
"Sep 17, 2019",156,155.5,158.33,155.5,0.00%
"Sep 16, 2019",156,155.65,157.055,155.45,-0.37%
"Sep 14, 2019",156.58,156.58,156.58,156.58,0.00%
"Sep 13, 2019",156.58,155.55,156.94,155.45,0.50%
"Sep 12, 2019",155.8,155.55,156.865,155.55,-0.13%
"Sep 11, 2019",156,155.65,156.915,155.55,0.00%
"Sep 10, 2019",156,155.65,160.88,155.65,0.00%
"Sep 09, 2019",156,155.65,160.88,155.65,-0.32%
"Sep 07, 2019",156.5,156.5,156.5,156.5,0.32%
"Sep 06, 2019",156,155.95,157.15,155.65,-0.19%
"Sep 05, 2019",156.3,155.65,160.88,155.55,0.19%
"Sep 04, 2019",156,155.85,157.015,155.6,0.00%
"Sep 03, 2019",156,155.75,157.025,155.75,0.00%
"Sep 02, 2019",156,157,157.15,155.75,-0.64%
"Aug 31, 2019",157,157,157,157,0.13%
"Aug 30, 2019",156.8,157,157.625,156.4,-0.13%
"Aug 29, 2019",157,156.9,160.88,156.875,-1.68%
"Aug 28, 2019",159.675,159.5,159.7,156.825,0.11%
"Aug 27, 2019",159.5,156.9,159.65,156.85,-0.08%
"Aug 26, 2019",159.625,156.9,159.75,156.875,0.08%
"Aug 24, 2019",159.5,159.5,159.5,159.5,0.00%
"Aug 23, 2019",159.5,156.65,160.88,156.43,0.00%
"Aug 22, 2019",159.5,157.6,160.88,156.65,-0.31%
"Aug 21, 2019",160,157.85,160.88,157.6,-0.09%
"Aug 20, 2019",160.15,160.125,160.34,157.8,0.02%
"Aug 19, 2019",160.125,160.25,160.895,157.75,0.87%
"Aug 17, 2019",158.75,158.35,158.875,158.3,0.76%
"Aug 16, 2019",157.55,157.5,160.955,157.5,-1.35%
"Aug 15, 2019",159.71,157.5,160.885,157.5,-0.34%
"Aug 14, 2019",160.25,157.5,160.88,157.5,0.00%
"Aug 13, 2019",160.25,157.5,160.885,157.5,0.00%
"Aug 12, 2019",160.25,157.95,160.265,157.5,1.42%
"Aug 10, 2019",158,158,158,158,0.35%
"Aug 09, 2019",157.45,157.5,160.315,156.95,-1.52%
"Aug 08, 2019",159.875,157.4,160.65,156.95,0.08%
"Aug 07, 2019",159.75,157.65,160.665,157.1,-0.31%
"Aug 06, 2019",160.25,160.25,160.65,157.35,0.00%
"Aug 05, 2019",160.25,158.55,160.65,157.4,0.29%
"Aug 03, 2019",159.79,159.79,159.79,159.79,0.74%
"Aug 02, 2019",158.62,160.5,160.715,158.03,-1.17%
"Aug 01, 2019",160.5,160.55,161.14,156.28,-0.03%
"Jul 31, 2019",160.55,160.625,161.155,156.28,-0.05%
"Jul 30, 2019",160.625,159.7,161.215,156.28,0.23%
"Jul 29, 2019",160.25,159.8,161.265,156.28,-0.47%
"Jul 27, 2019",161,161,161,161,0.63%
"Jul 26, 2019",160,159.5,161.265,159.45,0.13%
"Jul 25, 2019",159.8,159.95,161.365,156.28,-0.12%
"Jul 24, 2019",160,159.9,161.39,156.28,0.60%
"Jul 23, 2019",159.04,159.65,161.25,156.28,-0.13%
"Jul 22, 2019",159.25,160.05,161.265,156.28,-0.44%
"Jul 20, 2019",159.95,159.95,159.95,159.95,0.03%
"Jul 19, 2019",159.9,159.75,160.1,156.28,0.25%
"Jul 18, 2019",159.5,159.1,160.15,156.28,0.16%
"Jul 17, 2019",159.25,159.05,159.86,156.28,0.13%
"Jul 16, 2019",159.05,159.525,160.525,156.28,0.00%
"Jul 15, 2019",159.05,159.125,160.125,156.28,-0.05%
"Jul 13, 2019",159.125,159.125,159.125,159.125,0.55%
"Jul 12, 2019",158.25,157.35,159.15,157.33,-0.35%
"Jul 11, 2019",158.8,158.375,159,157.15,0.27%
"Jul 10, 2019",158.375,158.375,164,156.35,0.00%
"Jul 09, 2019",158.375,156.25,164,156.13,-0.08%
"Jul 08, 2019",158.5,158,164,155.73,0.32%
"Jul 06, 2019",158,158,158,158,0.00%
"Jul 05, 2019",158,155.15,158.75,155.03,0.05%
"Jul 04, 2019",157.925,156.05,158.6,154.65,0.75%
"Jul 03, 2019",156.75,156.4,164,155.65,0.70%
"Jul 02, 2019",155.66,158.65,163.125,155.9,-3.67%
"Jul 01, 2019",161.59,157.1,164.03,152.015,-0.94%
"Jun 29, 2019",163.125,163.125,163.125,163.125,0.38%
"Jun 28, 2019",162.5,163.5,164.375,155.85,-0.61%
"Jun 27, 2019",163.5,161.03,164.25,156.9,1.74%
"Jun 26, 2019",160.71,157.35,162.875,152.015,2.56%
"Jun 25, 2019",156.7,155.85,157.45,152.015,0.13%
"Jun 24, 2019",156.5,156.35,157.485,152.015,-0.40%
"Jun 22, 2019",157.125,157.125,157.125,157.125,0.56%
"Jun 21, 2019",156.25,155.88,157.47,155.65,0.00%
"Jun 20, 2019",156.25,157.125,157.73,152.015,0.00%
"Jun 19, 2019",156.25,155.8,157.485,152.015,0.55%
"Jun 18, 2019",155.4,155.8,157.41,151.94,-0.54%
"Jun 17, 2019",156.25,156,157.505,152.015,0.10%
"Jun 15, 2019",156.09,156.09,156.09,156.09,0.70%
"Jun 14, 2019",155,151.5,156.18,151.5,1.81%
"Jun 13, 2019",152.25,150.38,153.52,150.38,0.96%
"Jun 12, 2019",150.8,151.9,152.25,150.25,0.00%
"Jun 11, 2019",150.8,149.05,152.26,149.05,-0.30%
"Jun 10, 2019",151.25,150.5,151.685,148.375,2.02%
"Jun 08, 2019",148.25,148.25,148.25,148.25,0.17%
"Jun 07, 2019",148,146.95,150.925,146.95,-1.83%
"Jun 06, 2019",150.755,146.95,150.98,146.875,-0.09%
"Jun 05, 2019",150.885,146.95,151.26,146.95,2.06%
"Jun 04, 2019",147.84,146.85,148.54,146.85,0.16%
"Jun 03, 2019",147.6,147.35,148.52,146.775,0.37%
"Jun 01, 2019",147.06,147.06,147.06,147.06,0.31%
"May 31, 2019",146.6,147.15,148.77,146.49,-2.78%
"May 30, 2019",150.795,148.9,151.285,147.15,0.03%
"May 29, 2019",150.75,148.65,151.72,148.495,-0.50%
"May 28, 2019",151.5,148.9,151.78,148.495,0.41%
"May 27, 2019",150.875,151.75,151.8,148.15,-0.49%
"May 25, 2019",151.625,151.625,151.625,151.625,-0.08%
"May 24, 2019",151.75,150.8,152.185,148.495,0.66%
"May 23, 2019",150.75,151.25,152.385,148.495,-0.66%
"May 22, 2019",151.75,151.25,152.385,148.495,0.17%
"May 21, 2019",151.5,146.77,152.535,146.74,2.51%
"May 20, 2019",147.79,143.93,151,143.93,-0.58%
"May 18, 2019",148.65,148.65,148.65,148.65,0.78%
"May 17, 2019",147.5,140.95,148.655,140.56,1.28%
"May 16, 2019",145.64,140.95,146.5,140.95,3.11%
"May 15, 2019",141.25,140.95,141.69,140.95,-0.07%
"May 14, 2019",141.35,140.95,141.685,140.95,0.07%
"May 13, 2019",141.25,140.95,141.655,140.95,-0.26%
"May 11, 2019",141.625,141.625,141.625,141.625,0.27%
"May 10, 2019",141.25,140.7,141.675,140.7,0.00%
"May 09, 2019",141.25,140.7,141.955,140.7,0.04%
"May 08, 2019",141.2,141.5,141.605,140.7,0.14%
"May 07, 2019",141,141.5,141.605,140.75,0.00%
"May 06, 2019",141,140.9,141.65,140.75,-0.32%
"May 04, 2019",141.45,141.45,141.45,141.45,0.39%
"May 03, 2019",140.9,140.9,141.63,140.9,-0.07%
"May 02, 2019",141,140.95,141.655,140.875,-0.21%
"May 01, 2019",141.3,140.95,141.67,140.95,0.00%
"Apr 30, 2019",141.3,140.95,141.74,140.925,0.04%
"Apr 29, 2019",141.25,140.95,141.67,140.95,-0.28%
"Apr 27, 2019",141.65,141.65,141.65,141.65,0.25%
"Apr 26, 2019",141.3,140.95,141.66,140.95,0.02%
"Apr 25, 2019",141.27,140.95,142.2,140.95,0.05%
"Apr 24, 2019",141.2,140.95,141.665,140.95,-0.08%
"Apr 23, 2019",141.32,140.97,141.715,140.95,0.00%
"Apr 22, 2019",141.32,141.675,141.68,140.97,-0.02%
"Apr 21, 2019",141.35,141.675,141.675,141.675,-0.23%
"Apr 20, 2019",141.675,141.675,141.675,141.675,0.23%
"Apr 19, 2019",141.35,140.95,141.68,140.95,0.02%
"Apr 18, 2019",141.32,141.66,141.715,140.95,0.00%
"Apr 17, 2019",141.32,141.05,141.69,140.825,0.00%
"Apr 16, 2019",141.32,141.35,141.7,140.78,0.00%
"Apr 15, 2019",141.32,141.675,141.985,140.95,-0.13%
"Apr 13, 2019",141.5,141.5,141.5,141.5,0.00%
"Apr 12, 2019",141.5,141.37,142.16,141.37,-0.11%
"Apr 11, 2019",141.65,141.27,141.65,141.27,0.02%
"Apr 10, 2019",141.625,141.175,141.675,141.175,0.00%
"Apr 09, 2019",141.625,141.575,141.725,139.625,0.02%
"Apr 08, 2019",141.6,141,141.7,139.3,0.11%
"Apr 06, 2019",141.45,141.45,141.45,141.45,0.00%
"Apr 05, 2019",141.45,141.55,141.83,139.8,-0.09%
"Apr 04, 2019",141.575,140.575,141.825,139.675,-0.05%
"Apr 03, 2019",141.65,140.25,141.8,139.6,0.96%
"Apr 02, 2019",140.3,141.1,141.45,139.65,-0.39%
"Apr 01, 2019",140.85,140.75,141.04,138.55,0.04%
"Mar 30, 2019",140.8,140.8,140.8,140.8,0.00%
"Mar 29, 2019",140.8,139.3,140.9,139.3,0.16%
"Mar 28, 2019",140.575,139.375,140.625,139.085,0.00%
"Mar 27, 2019",140.575,139.375,140.625,139.375,-0.02%
"Mar 26, 2019",140.6,140.6,140.63,139.3,0.00%
"Mar 25, 2019",140.6,139.3,140.65,139.1,0.70%
"Mar 23, 2019",139.625,139.625,139.625,139.625,-0.45%
"Mar 22, 2019",140.25,139.05,140.9,139.05,0.05%
"Mar 21, 2019",140.175,138.925,140.455,138.825,0.03%
"Mar 20, 2019",140.135,140.065,140.815,138.865,0.02%
"Mar 19, 2019",140.1,138.9,140.81,138.9,0.02%
"Mar 18, 2019",140.075,139.225,140.815,138.925,0.16%
"Mar 16, 2019",139.85,139.85,139.85,139.85,0.00%
"Mar 15, 2019",139.85,138.85,140.35,138.85,0.00%
"Mar 14, 2019",139.85,138.63,140.81,138.63,-0.02%
"Mar 13, 2019",139.875,138.425,139.955,138.425,0.00%
"Mar 12, 2019",139.875,138.425,139.925,138.425,0.10%
"Mar 11, 2019",139.735,139.015,139.865,138.365,-0.01%
"Mar 09, 2019",139.75,139.75,139.75,139.75,0.00%
"Mar 08, 2019",139.75,139.9,140.51,138.45,-0.05%
"Mar 07, 2019",139.825,139.775,139.835,138.395,0.02%
"Mar 06, 2019",139.8,139.8,139.8,138.42,0.00%
"Mar 05, 2019",139.8,139.72,140.83,138.4,0.03%
"Mar 04, 2019",139.76,138.89,140.14,138.49,0.82%
"Mar 02, 2019",138.625,138.625,138.625,138.625,0.00%
"Mar 01, 2019",138.625,139.055,139.375,137.485,-0.87%
"Feb 28, 2019",139.84,139.81,140.16,138.31,0.01%
"Feb 27, 2019",139.825,139.825,140.325,138.925,0.81%
"Feb 26, 2019",138.7,139,139.4,137.75,-0.77%
"Feb 25, 2019",139.775,139.675,140.025,136.675,0.04%
"Feb 23, 2019",139.725,139.725,139.725,139.725,0.00%
"Feb 22, 2019",139.725,139.875,140.815,138.405,-0.05%
"Feb 21, 2019",139.8,140,140.82,138.35,-0.07%
"Feb 20, 2019",139.9,139.85,140.02,138.35,0.02%
"Feb 19, 2019",139.875,139.425,140.025,138.525,0.16%
"Feb 18, 2019",139.65,140.15,140.15,138.55,0.49%
"Feb 16, 2019",138.975,138.975,138.975,138.975,-0.66%
"Feb 15, 2019",139.9,139.9,139.98,138.4,0.65%
"Feb 14, 2019",139,139.55,139.55,138.15,-0.64%
"Feb 13, 2019",139.9,139.7,139.95,138.5,0.07%
"Feb 12, 2019",139.8,139.8,140.08,138.6,0.00%
"Feb 11, 2019",139.8,139.4,140.1,138.58,0.14%
"Feb 09, 2019",139.6,139.6,139.6,139.6,0.00%
"Feb 08, 2019",139.6,139.55,140,138.23,0.02%
"Feb 07, 2019",139.575,139.525,139.625,138.205,0.02%
"Feb 06, 2019",139.55,139.65,139.65,138.23,-0.04%
"Feb 05, 2019",139.6,139.6,140.02,138.81,0.00%
"Feb 04, 2019",139.6,139.45,140.02,138.29,0.05%
"Feb 02, 2019",139.525,139.525,139.525,139.525,0.00%
"Feb 01, 2019",139.525,139.075,139.685,138.255,0.16%
"Jan 31, 2019",139.3,140.17,140.53,138.3,-0.31%
"Jan 30, 2019",139.735,139.865,140.095,138.335,-0.05%
"Jan 29, 2019",139.8,139.8,139.9,138.27,0.00%
"Jan 28, 2019",139.8,139.95,140.07,138.4,-0.05%
"Jan 26, 2019",139.875,139.875,139.875,139.875,0.00%
"Jan 25, 2019",139.875,139.875,139.955,138.225,0.00%
"Jan 24, 2019",139.875,139.875,139.995,138.425,0.00%
"Jan 23, 2019",139.875,139.875,140.245,138.455,0.00%
"Jan 22, 2019",139.875,139.825,140.365,138.515,0.02%
"Jan 21, 2019",139.85,139.13,139.98,138.41,-0.02%
"Jan 19, 2019",139.88,139.88,139.88,139.88,0.00%
"Jan 18, 2019",139.88,139.88,139.97,138.35,0.00%
"Jan 17, 2019",139.88,139.89,139.99,135.44,0.00%
"Jan 16, 2019",139.885,139.885,139.965,138.425,0.00%
"Jan 15, 2019",139.885,139.845,140.915,138.445,0.01%
"Jan 14, 2019",139.865,139.885,139.985,138.385,-0.01%
"Jan 12, 2019",139.875,139.875,139.875,139.875,0.00%
"Jan 11, 2019",139.875,139.875,140.235,138.275,0.00%
"Jan 10, 2019",139.875,139.875,140.925,138.325,0.00%
"Jan 09, 2019",139.875,139.875,139.975,138.355,0.00%
"Jan 08, 2019",139.875,139.825,139.975,138.365,0.02%
"Jan 07, 2019",139.85,139.85,140,138.4,0.00%
"Jan 05, 2019",139.85,139.85,139.85,139.85,0.00%
"Jan 04, 2019",139.85,139.85,140,135.37,0.00%
"Jan 03, 2019",139.85,139.85,140.04,138.35,0.00%
"Jan 02, 2019",139.85,139.75,140.05,138.3,0.04%
"Jan 01, 2019",139.8,139.8,139.8,139.8,0.00%
"Dec 31, 2018",139.8,140,140,138.25,-0.07%
"Dec 29, 2018",139.9,139.9,139.9,139.9,0.00%
"Dec 28, 2018",139.9,139.8,139.96,138.05,0.04%
"Dec 27, 2018",139.85,139.85,140.09,138.35,0.00%
"Dec 26, 2018",139.85,139.9,139.97,139.21,-0.02%
"Dec 25, 2018",139.875,139.875,139.875,139.875,0.00%
"Dec 24, 2018",139.875,139.175,139.875,138.325,0.59%
"Dec 22, 2018",139.05,139.05,139.05,139.05,-0.54%
"Dec 21, 2018",139.81,139.95,140,139.25,-0.05%
"Dec 20, 2018",139.875,139.875,139.875,139.625,0.00%
"Dec 19, 2018",139.875,139.825,139.875,139.185,0.02%
"Dec 18, 2018",139.85,139.85,139.85,138.2,0.00%
"Dec 17, 2018",139.85,139.85,139.85,139.65,0.50%
"Dec 15, 2018",139.15,139.15,139.15,139.15,-0.50%
"Dec 14, 2018",139.85,139.85,139.95,139.21,0.61%
"Dec 13, 2018",139,139.3,139.42,137.8,-0.61%
"Dec 12, 2018",139.85,139.75,140,135,0.04%
"Dec 11, 2018",139.8,139.8,140.05,135.1,0.00%
"Dec 10, 2018",139.8,139.2,139.9,135.05,0.58%
"Dec 08, 2018",139,139,139,139,-0.55%
"Dec 07, 2018",139.775,139.675,139.975,138.025,0.04%
"Dec 06, 2018",139.725,139.475,139.775,137.675,0.09%
"Dec 05, 2018",139.6,138.6,139.9,137.25,0.36%
"Dec 04, 2018",139.1,139.2,139.6,137.55,-0.04%
"Dec 03, 2018",139.15,138.65,139.35,135.7,0.18%
"Dec 01, 2018",138.9,138.9,138.9,138.9,0.00%
"Nov 30, 2018",138.9,136,143.1,134.42,3.31%
"Nov 29, 2018",134.45,134.48,134.6,132.92,-0.01%
"Nov 28, 2018",134.465,134.485,134.615,132.905,-0.01%
"Nov 27, 2018",134.475,134.425,134.605,132.895,0.02%
"Nov 26, 2018",134.45,134.4,134.6,132.87,0.02%
"Nov 24, 2018",134.425,134.425,134.425,134.425,0.00%
"Nov 23, 2018",134.425,134.425,134.605,132.825,0.00%
"Nov 22, 2018",134.425,134.425,134.605,132.925,0.00%
"Nov 21, 2018",134.425,134.425,134.605,133.125,0.00%
"Nov 20, 2018",134.425,134.425,134.605,133.125,0.00%
"Nov 19, 2018",134.425,134.455,134.615,133.125,-0.01%
"Nov 17, 2018",134.44,134.44,134.44,134.44,0.00%
"Nov 16, 2018",134.44,134.42,134.6,133.11,0.01%
"Nov 15, 2018",134.43,134.47,134.6,132.89,-0.01%
