Date,Price,Open,High,Low,Change %
"Aug 03, 2017",105.33,105.35,105.44,105.29,-0.03%
"Aug 02, 2017",105.36,105.43,105.46,105.32,0.02%
"Aug 01, 2017",105.335,105.455,105.455,105.285,-0.06%
"Jul 31, 2017",105.4,105.46,105.46,105.4,0.04%
"Jul 30, 2017",105.355,105.355,105.355,105.355,0.00%
"Jul 29, 2017",105.355,105.355,105.355,105.355,0.00%
"Jul 28, 2017",105.355,105.455,105.455,105.345,0.01%
"Jul 27, 2017",105.34,105.44,105.44,105.32,0.01%
"Jul 26, 2017",105.325,105.445,105.455,105.245,0.05%
"Jul 25, 2017",105.27,105.35,105.37,105.27,-0.04%
"Jul 24, 2017",105.31,105.41,105.41,105.31,0.10%
"Jul 23, 2017",105.205,105.205,105.205,105.205,0.00%
"Jul 22, 2017",105.205,105.205,105.205,105.205,0.00%
"Jul 21, 2017",105.205,105.395,105.395,105.195,-0.07%
"Jul 20, 2017",105.28,105.32,105.39,105.28,0.07%
"Jul 19, 2017",105.205,105.345,105.345,105.205,-0.04%
"Jul 18, 2017",105.25,105.15,105.43,105.15,0.04%
"Jul 17, 2017",105.205,105.355,105.355,105.205,-0.01%
"Jul 16, 2017",105.22,105.22,105.22,105.22,0.00%
"Jul 15, 2017",105.22,105.22,105.22,105.22,0.00%
"Jul 14, 2017",105.22,105.18,105.22,105.13,0.02%
"Jul 13, 2017",105.2,105.05,105.35,105.05,0.09%
"Jul 12, 2017",105.11,105.21,105.26,105.11,-0.08%
"Jul 11, 2017",105.19,105.34,105.34,105.14,0.03%
"Jul 10, 2017",105.16,105.36,105.46,105.16,-0.65%
"Jul 09, 2017",105.85,105.85,105.85,105.85,0.00%
"Jul 08, 2017",105.85,105.85,105.85,105.85,0.00%
"Jul 07, 2017",105.85,105.5,105.9,105.5,-0.09%
"Jul 06, 2017",105.95,108,108,105.95,-1.94%
"Jul 05, 2017",108.05,108.16,108.66,108.05,3.08%
"Jul 04, 2017",104.825,104.835,104.835,104.825,-0.03%
"Jul 03, 2017",104.86,104.86,104.86,104.86,0.00%
"Jul 02, 2017",104.86,104.86,104.86,104.86,0.00%
"Jul 01, 2017",104.86,104.86,104.86,104.86,0.00%
"Jun 30, 2017",104.86,104.97,104.97,104.86,0.00%
"Jun 29, 2017",104.86,104.86,104.86,104.78,0.01%
"Jun 28, 2017",104.85,104.78,104.85,104.73,0.05%
"Jun 27, 2017",104.8,104.82,104.82,104.8,-0.04%
"Jun 26, 2017",104.84,104.82,104.87,104.77,0.00%
"Jun 25, 2017",104.845,104.845,104.845,104.845,0.00%
"Jun 24, 2017",104.845,104.845,104.845,104.845,0.00%
"Jun 23, 2017",104.845,104.785,104.845,104.785,0.04%
"Jun 22, 2017",104.805,104.815,104.865,104.805,-0.02%
"Jun 21, 2017",104.825,104.895,104.895,104.825,-0.02%
"Jun 20, 2017",104.85,104.94,104.94,104.8,0.03%
"Jun 19, 2017",104.815,104.955,104.955,104.815,0.04%
"Jun 18, 2017",104.775,104.775,104.775,104.775,0.00%
"Jun 17, 2017",104.775,104.775,104.775,104.775,-0.05%
"Jun 16, 2017",104.83,104.81,104.83,104.81,0.01%
"Jun 15, 2017",104.815,104.915,104.915,104.815,0.01%
"Jun 14, 2017",104.805,104.865,104.865,104.805,-0.01%
"Jun 13, 2017",104.815,104.925,104.925,104.815,0.11%
"Jun 12, 2017",104.7,104.91,104.91,104.65,-0.10%
"Jun 11, 2017",104.8,104.8,104.8,104.8,0.00%
"Jun 10, 2017",104.8,104.8,104.8,104.8,0.00%
"Jun 09, 2017",104.8,104.91,104.91,104.8,-0.04%
"Jun 08, 2017",104.84,104.95,104.95,104.84,0.00%
"Jun 07, 2017",104.84,104.91,104.91,104.84,-0.01%
"Jun 06, 2017",104.85,104.6,104.86,104.6,0.11%
"Jun 05, 2017",104.74,104.71,104.74,104.71,0.04%
"Jun 04, 2017",104.7,104.7,104.7,104.7,0.00%
"Jun 03, 2017",104.7,104.7,104.7,104.7,0.00%
"Jun 02, 2017",104.7,104.9,104.91,104.7,-0.05%
"Jun 01, 2017",104.755,104.845,104.965,104.755,-0.05%
"May 31, 2017",104.81,104.93,104.93,104.81,-0.01%
"May 30, 2017",104.825,104.925,104.925,104.815,0.02%
"May 29, 2017",104.8,104.8,104.8,104.8,0.00%
"May 28, 2017",104.8,104.8,104.8,104.8,0.00%
"May 27, 2017",104.8,104.8,104.8,104.8,0.00%
"May 26, 2017",104.8,104.91,104.91,104.8,0.01%
"May 25, 2017",104.79,104.89,104.89,104.78,-0.05%
"May 24, 2017",104.845,104.935,104.935,104.835,0.01%
"May 23, 2017",104.835,104.935,104.935,104.835,0.01%
"May 22, 2017",104.825,104.925,104.925,104.765,0.03%
"May 21, 2017",104.795,104.795,104.795,104.795,0.00%
"May 20, 2017",104.795,104.795,104.795,104.795,0.00%
"May 19, 2017",104.795,104.855,104.905,104.795,-0.02%
"May 18, 2017",104.815,104.795,104.855,104.795,-0.01%
"May 17, 2017",104.825,104.825,104.825,104.825,-0.02%
"May 16, 2017",104.85,104.95,104.95,104.85,0.05%
"May 15, 2017",104.8,104.88,104.88,104.8,0.02%
"May 14, 2017",104.775,104.775,104.775,104.775,0.00%
"May 13, 2017",104.775,104.775,104.775,104.775,0.00%
"May 12, 2017",104.775,104.865,104.865,104.775,0.07%
"May 11, 2017",104.7,104.85,104.85,104.7,-0.10%
"May 10, 2017",104.8,104.9,104.9,104.75,-0.08%
"May 09, 2017",104.885,104.895,104.895,104.795,0.07%
"May 08, 2017",104.815,104.915,104.915,104.805,0.06%
"May 07, 2017",104.75,104.75,104.75,104.75,0.00%
"May 06, 2017",104.75,104.75,104.75,104.75,0.00%
"May 05, 2017",104.75,104.88,104.88,104.75,-0.05%
"May 04, 2017",104.8,104.88,104.88,104.8,0.14%
"May 03, 2017",104.65,104.75,104.87,104.65,-0.11%
"May 02, 2017",104.76,104.84,104.84,104.6,0.06%
"May 01, 2017",104.7,104.75,104.75,104.7,-0.02%
"Apr 30, 2017",104.725,104.725,104.725,104.725,0.00%
"Apr 29, 2017",104.725,104.725,104.725,104.725,0.00%
"Apr 28, 2017",104.725,104.825,104.825,104.725,-0.02%
"Apr 27, 2017",104.75,104.9,104.9,104.62,0.12%
"Apr 26, 2017",104.625,104.675,104.675,104.575,-0.10%
"Apr 25, 2017",104.725,104.775,104.825,104.725,-0.08%
"Apr 24, 2017",104.805,104.805,104.805,104.805,0.00%
"Apr 23, 2017",104.8,104.8,104.8,104.8,0.00%
"Apr 22, 2017",104.8,104.8,104.9,104.8,0.00%
"Apr 21, 2017",104.8,104.8,104.9,104.8,0.00%
"Apr 20, 2017",104.795,104.795,104.795,104.695,-0.03%
"Apr 19, 2017",104.83,104.95,105.02,104.83,0.00%
"Apr 18, 2017",104.83,104.92,104.92,104.83,-0.04%
"Apr 17, 2017",104.87,104.93,104.93,104.85,0.04%
"Apr 16, 2017",104.825,104.825,104.825,104.825,0.00%
"Apr 15, 2017",104.825,104.825,104.825,104.825,0.00%
"Apr 14, 2017",104.825,104.895,104.895,104.775,-0.02%
"Apr 13, 2017",104.845,104.965,104.965,104.845,0.04%
"Apr 12, 2017",104.8,104.91,104.91,104.8,0.09%
"Apr 11, 2017",104.705,104.835,104.835,104.705,-0.13%
"Apr 10, 2017",104.84,104.94,104.94,104.83,0.02%
"Apr 09, 2017",104.82,104.82,104.82,104.82,0.00%
"Apr 08, 2017",104.82,104.82,104.82,104.82,0.00%
"Apr 07, 2017",104.82,104.67,104.82,104.62,0.01%
"Apr 06, 2017",104.81,104.91,104.91,104.76,0.11%
"Apr 05, 2017",104.7,104.75,104.75,104.7,-0.10%
"Apr 04, 2017",104.8,104.85,104.85,104.8,-0.01%
"Apr 03, 2017",104.81,104.92,104.92,104.76,0.00%
"Apr 02, 2017",104.81,104.81,104.81,104.81,0.00%
"Apr 01, 2017",104.81,104.81,104.81,104.81,0.00%
"Mar 31, 2017",104.81,104.91,104.91,104.8,0.00%
"Mar 30, 2017",104.81,104.84,104.84,104.74,0.00%
