Customer Date,Inv. #,Design Number,Quantity,Rate,Amount,Dis (%),Discount Amount,Amount after Discount
23/01/2020,7602,SH826,1,990,990,0.00,0,990
23/01/2020,7602,H6009,1,"1,390","1,390",0.00,0,"1,390"
23/01/2020,7603,F366,1,400,400,0.00,0,400
24/01/2020,7604,C17019,1,"1,390","1,390",0.00,0,"1,390"
24/01/2020,7604,SH01-B,1,150,150,0.00,0,150
24/01/2020,7605,BALCONY,2,950,"1,900",0.00,0,"1,900"
24/01/2020,7606,FANTASY,1,"2,390","2,390",50.00,"1,195","1,195"
24/01/2020,7607,NK3864,1,"3,590","3,590",25.00,898,"2,693"
24/01/2020,7608,B081,1,450,450,10.00,45,405
24/01/2020,7609,DISCLOSURE,1,"1,245","1,245",0.00,0,"1,245"
24/01/2020,7609,CITIN,1,745,745,0.00,0,745
24/01/2020,7610,NITA,1,990,990,0.00,0,990
24/01/2020,7611,LIKAMIX,1,"2,090","2,090",0.00,0,"2,090"
24/01/2020,7612,E1905,1,"1,390","1,390",0.00,0,"1,390"
24/01/2020,7613,NK6318,1,"3,590","3,590",0.00,0,"3,590"
24/01/2020,7614,E362,1,790,790,0.00,0,790
24/01/2020,7615,FANTASY,1,"2,390","2,390",50.00,"1,195","1,195"
24/01/2020,7615,NBB351082,1,"1,190","1,190",0.00,0,"1,190"
25/01/2020,7616,T-118,1,990,990,0.00,0,990
25/01/2020,7617,H7724,1,"1,490","1,490",0.00,0,"1,490"
25/01/2020,7618,H7724,1,"1,490","1,490",0.00,0,"1,490"
25/01/2020,7618,KO39750,1,950,950,0.00,0,950
25/01/2020,7619,CITIN,1,745,745,0.00,0,745
25/01/2020,7620,BELP04,1,120,120,0.00,0,120
25/01/2020,7621,T-118,1,990,990,0.00,0,990
25/01/2020,7622,BN3115,1,990,990,0.00,0,990
26/01/2020,7623,YI1915,1,"2,990","2,990",50.00,"1,495","1,495"
26/01/2020,7624,L3016,2,590,"1,180",0.00,0,"1,180"
26/01/2020,7624,K663,1,690,690,0.00,0,690
26/01/2020,7625,NU7111,1,"5,990","5,990",25.00,"1,498","4,493"
26/01/2020,7626,NBB3699,1,"1,990","1,990",0.00,0,"1,990"
26/01/2020,7626,GO6031,1,"1,390","1,390",0.00,0,"1,390"
26/01/2020,7627,DISCLOSUREF,1,"1,350","1,350",0.00,0,"1,350"
26/01/2020,7628,LZF04,1,"1,690","1,690",0.00,0,"1,690"
26/01/2020,7628,NBBMIX-FS,1,"3,590","3,590",0.00,0,"3,590"
26/01/2020,7629,I216,1,350,350,0.00,0,350
26/01/2020,7630,AN3229,3,"2,240","6,720",50.00,"3,360","3,360"
26/01/2020,7630,AN3697,1,"2,390","2,390",50.00,"1,195","1,195"
26/01/2020,7631,AN3229,1,"2,240","2,240",50.00,"1,120","1,120"
26/01/2020,7631,AN3607,1,"2,090","2,090",50.00,"1,045","1,045"
27/01/2020,7632,CITIN,1,745,745,0.00,0,745
27/01/2020,7633,NK692,1,"1,950","1,950",0.00,0,"1,950"
27/01/2020,7633,LOO7RN,1,"1,690","1,690",0.00,0,"1,690"
27/01/2020,7634,AN2657-2.6,1,"1,150","1,150",0.00,0,"1,150"
27/01/2020,7635,SH2374,1,990,990,0.00,0,990
27/01/2020,7636,FANTASY,1,"2,390","2,390",50.00,"1,195","1,195"
27/01/2020,7637,FANTASY,1,"2,390","2,390",50.00,"1,195","1,195"
27/01/2020,7638,B1001,1,"1,000","1,000",0.00,0,"1,000"
28/01/2020,7639,T-118,2,990,"1,980",0.00,0,"1,980"
28/01/2020,7639,AN2657-2.6,1,"1,150","1,150",0.00,0,"1,150"
28/01/2020,7640,GO6000,1,"1,490","1,490",0.00,0,"1,490"
28/01/2020,7641,AN4637,1,"3,590","3,590",50.00,"1,795","1,795"
28/01/2020,7642,H060,1,990,990,50.00,495,495
28/01/2020,7643,SH2374,5,990,"4,950",0.00,0,"4,950"
28/01/2020,7644,BMB002,1,590,590,10.00,59,531
28/01/2020,7645,RUBY-B532,1,850,850,0.00,0,850
28/01/2020,7645,CITIN,1,745,745,0.00,0,745
29/01/2020,7646,NU5111,1,"7,590","7,590",10.00,759,"6,831"
29/01/2020,7647,YI1915,1,"2,990","2,990",50.00,"1,495","1,495"
29/01/2020,7648,T-118,1,990,990,0.00,0,990
29/01/2020,7648,SH01-B,1,150,150,0.00,0,150
29/01/2020,7649,DVMIX,1,"2,890","2,890",10.00,289,"2,601"
29/01/2020,7649,NK675,1,"2,250","2,250",0.00,0,"2,250"
29/01/2020,7650,LOO7RN,1,"1,690","1,690",0.00,0,"1,690"
29/01/2020,7650,HFO,1,"2,490","2,490",10.00,249,"2,241"
29/01/2020,7650,LZF04,1,"1,690","1,690",10.00,169,"1,521"
29/01/2020,7651,DISCLOSURE,2,"1,245","2,490",0.00,0,"2,490"
29/01/2020,7652,DV2574,1,"2,990","2,990",0.00,0,"2,990"
29/01/2020,7653,FANTASY,1,"2,390","2,390",50.00,"1,195","1,195"
29/01/2020,7653,I8843,1,400,400,0.00,0,400
29/01/2020,7654,CITINF,1,810,810,0.00,0,810
29/01/2020,7654,LS384BIG,1,"3,790","3,790",0.00,0,"3,790"
29/01/2020,7654,B1001,1,"1,000","1,000",0.00,0,"1,000"
29/01/2020,7654,DISCLOSUREF,1,"1,350","1,350",0.00,0,"1,350"
29/01/2020,7655,A8823,2,750,"1,500",0.00,0,"1,500"
29/01/2020,7656,CITIN,1,745,745,0.00,0,745
29/01/2020,7657,HBLHUL533,1,"2,310","2,310",0.00,0,"2,310"
29/01/2020,7657,HBLHUL544,1,"2,340","2,340",0.00,0,"2,340"
29/01/2020,7657,E1905,2,"1,390","2,780",0.00,0,"2,780"
29/01/2020,7657,E1707,2,"1,190","2,380",0.00,0,"2,380"
29/01/2020,7657,LB1036,1,"3,990","3,990",0.00,0,"3,990"
29/01/2020,7657,DS31775,1,"1,690","1,690",100.00,"1,690",0
29/01/2020,7657,BLS061,1,450,450,0.00,0,450
30/01/2020,7658,M1302,1,750,750,0.00,0,750
30/01/2020,7658,I7849,1,400,400,0.00,0,400
30/01/2020,7659,KK153PU,1,"1,590","1,590",0.00,0,"1,590"
30/01/2020,7660,PASSION,1,"2,390","2,390",50.00,"1,195","1,195"
30/01/2020,7661,H8706,2,850,"1,700",0.00,0,"1,700"
30/01/2020,7661,F376,1,500,500,0.00,0,500
30/01/2020,7661,F366,1,400,400,0.00,0,400
30/01/2020,7661,NOS9393,1,990,990,50.00,495,495
31/01/2020,7662,ANGEL,1,575,575,0.00,0,575
31/01/2020,7663,DISCLOSURE,1,"1,245","1,245",0.00,0,"1,245"
31/01/2020,7664,GO6000,-1,"1,490","-1,490",0.00,0,"-1,490"
31/01/2020,7664,KK153PU,1,"1,590","1,590",10.00,159,"1,431"
31/01/2020,7664,KK161,1,"1,390","1,390",10.00,139,"1,251"
31/01/2020,7664,E3593,1,725,725,0.00,0,725
31/01/2020,7664,NU5319,1,"7,990","7,990",10.00,799,"7,191"
31/01/2020,7665,ORCHID,1,"1,990","1,990",50.00,995,995
31/01/2020,7666,H7724,1,"1,490","1,490",0.00,0,"1,490"
31/01/2020,7666,KO39750,1,950,950,0.00,0,950
31/01/2020,7666,RUBY-B532,1,850,850,0.00,0,850
31/01/2020,7667,YI1005,1,"1,990","1,990",0.00,0,"1,990"
31/01/2020,7667,CITIN,1,745,745,0.00,0,745
31/01/2020,7668,CD705363743,3,790,"2,370",0.00,0,"2,370"
31/01/2020,7668,BLS061,1,450,450,0.00,0,450
31/01/2020,7669,SH3002,1,950,950,0.00,0,950
01/02/2020,7670,GO4610,1,"2,590","2,590",10.00,259,"2,331"
01/02/2020,7671,PASSION,2,"2,390","4,780",50.00,"2,390","2,390"
01/02/2020,7672,NK72309,1,"4,590","4,590",0.00,0,"4,590"
01/02/2020,7673,SH826,1,990,990,10.00,99,891
01/02/2020,7673,BELP04,1,120,120,10.00,12,108
01/02/2020,7674,AN2659,1,"1,300","1,300",0.00,0,"1,300"
01/02/2020,7674,AN8533,1,"1,850","1,850",10.00,185,"1,665"
01/02/2020,7675,DISCLOSURE,1,"1,245","1,245",0.00,0,"1,245"
01/02/2020,7676,M1302,2,750,"1,500",0.00,0,"1,500"
01/02/2020,7676,KK153PU,1,"1,590","1,590",0.00,0,"1,590"
01/02/2020,7677,I8843,1,400,400,0.00,0,400
02/02/2020,7678,SH976,1,990,990,0.00,0,990
02/02/2020,7679,DISCLOSURE,1,"1,245","1,245",0.00,0,"1,245"
02/02/2020,7679,NBB351082,1,"1,190","1,190",0.00,0,"1,190"
02/02/2020,7680,DISCLOSURE,1,"1,245","1,245",0.00,0,"1,245"
02/02/2020,7681,NK0095,1,"4,690","4,690",0.00,0,"4,690"
02/02/2020,7681,PASSION,1,"2,390","2,390",50.00,"1,195","1,195"
02/02/2020,7681,MF34378,1,990,990,0.00,0,990
02/02/2020,7682,NU5355,1,"8,690","8,690",10.00,869,"7,821"
02/02/2020,7682,GO4530,1,"2,590","2,590",10.00,259,"2,331"
02/02/2020,7682,NU4591,1,"3,590","3,590",25.00,898,"2,693"
02/02/2020,7683,DISCLOSURE,2,"1,245","2,490",0.00,0,"2,490"
02/02/2020,7684,GO4740,1,"3,950","3,950",10.00,395,"3,555"
02/02/2020,7684,E1908,1,"1,390","1,390",0.00,0,"1,390"
02/02/2020,7684,SH976,1,990,990,0.00,0,990
02/02/2020,7684,AN2657-2.6,1,"1,150","1,150",0.00,0,"1,150"
02/02/2020,7684,LA02,2,490,980,0.00,0,980
02/02/2020,7684,NK72309,1,"4,590","4,590",0.00,0,"4,590"
02/02/2020,7685,SBI797,1,"3,590","3,590",50.00,"1,795","1,795"
02/02/2020,7685,J5532BIG,1,450,450,0.00,0,450
02/02/2020,7686,BO5365,1,"3,050","3,050",50.00,"1,525","1,525"
03/02/2020,7687,NBB3581,2,"1,690","3,380",0.00,0,"3,380"
03/02/2020,7687,AN2659,1,"1,300","1,300",0.00,0,"1,300"
03/02/2020,7688,GO6035,1,"1,990","1,990",0.00,0,"1,990"
03/02/2020,7689,PASSION,1,"2,390","2,390",50.00,"1,195","1,195"
03/02/2020,7690,YI1915,2,"2,990","5,980",50.00,"2,990","2,990"
03/02/2020,7690,BLG061,1,430,430,10.00,43,387
03/02/2020,7691,H060,1,990,990,50.00,495,495
03/02/2020,7692,NTMIX,1,300,300,0.00,0,300
03/02/2020,7693,MF1037,1,"2,150","2,150",0.00,0,"2,150"
04/02/2020,7694,J5532BIG,2,450,900,0.00,0,900
04/02/2020,7694,NTMIX,1,300,300,0.00,0,300
04/02/2020,7695,T-118,1,990,990,0.00,0,990
04/02/2020,7695,I6335,1,400,400,0.00,0,400
04/02/2020,7696,AN3616,1,"1,850","1,850",0.00,0,"1,850"
04/02/2020,7697,BN3115,1,990,990,0.00,0,990
04/02/2020,7698,YI1915,1,"2,990","2,990",50.00,"1,495","1,495"
04/02/2020,7698,CITIN,1,745,745,0.00,0,745
04/02/2020,7699,SH2374,1,990,990,0.00,0,990
04/02/2020,7700,RUBY-B532,1,850,850,0.00,0,850
04/02/2020,7700,ANGEL,1,575,575,0.00,0,575
04/02/2020,7700,B1001,1,"1,000","1,000",0.00,0,"1,000"
04/02/2020,7700,KO39750,1,950,950,0.00,0,950
04/02/2020,7701,BO6373,1,"6,690","6,690",100.00,"6,690",0
04/02/2020,7701,NTMIX,1,300,300,100.00,300,0
04/02/2020,7702,BO9002,1,"4,990","4,990",100.00,"4,990",0
04/02/2020,7702,H7724,1,"1,490","1,490",100.00,"1,490",0
04/02/2020,7702,VG2802,1,500,500,100.00,500,0
04/02/2020,7703,DISCLOSURE,4,"1,245","4,980",0.00,0,"4,980"
04/02/2020,7704,BMB002,1,590,590,10.00,59,531
04/02/2020,7704,NTMIX,2,300,600,0.00,0,600
04/02/2020,7705,CITIN,1,745,745,0.00,0,745
04/02/2020,7706,BN3115,1,990,990,10.00,99,891
04/02/2020,7706,LL105129,1,550,550,0.00,0,550
04/02/2020,7706,G185,2,400,800,0.00,0,800
04/02/2020,7706,D6208,1,750,750,10.00,75,675
05/02/2020,7707,K338,1,590,590,0.00,0,590
05/02/2020,7708,NTMIX,1,300,300,0.00,0,300
05/02/2020,7709,RUBY-B532,1,850,850,0.00,0,850
05/02/2020,7710,NBB351082,1,"1,190","1,190",0.00,0,"1,190"
05/02/2020,7711,ANGEL,1,575,575,0.00,0,575
05/02/2020,7712,KPJ750,1,"1,150","1,150",0.00,0,"1,150"
05/02/2020,7713,GO6031,2,"1,690","3,380",10.00,338,"3,042"
05/02/2020,7714,B081,2,450,900,10.00,90,810
05/02/2020,7714,BM061,1,490,490,10.00,49,441
05/02/2020,7715,NK699,1,"1,950","1,950",0.00,0,"1,950"
06/02/2020,7716,BF573,1,"1,090","1,090",10.00,109,981
06/02/2020,7716,EB091,1,490,490,10.00,49,441
06/02/2020,7716,BELP04,1,120,120,10.00,12,108
06/02/2020,7717,A8823,1,750,750,0.00,0,750
06/02/2020,7718,GO4555,1,"2,490","2,490",10.00,249,"2,241"
06/02/2020,7719,ZINNIA,1,"1,990","1,990",50.00,995,995
06/02/2020,7719,SH2309,1,850,850,0.00,0,850
06/02/2020,7719,F866,1,450,450,0.00,0,450
06/02/2020,7720,AN8532,1,"1,750","1,750",10.00,175,"1,575"
06/02/2020,7721,A8823,1,750,750,10.00,75,675
06/02/2020,7722,E1908,1,"1,390","1,390",0.00,0,"1,390"
06/02/2020,7723,SBD7000,1,"3,000","3,000",0.00,0,"3,000"
06/02/2020,7724,AN3607,1,"2,090","2,090",50.00,"1,045","1,045"
06/02/2020,7724,FANTASY,1,"2,390","2,390",50.00,"1,195","1,195"
06/02/2020,7725,NK2063,1,"1,490","1,490",0.00,0,"1,490"
06/02/2020,7725,KK177,1,"1,190","1,190",0.00,0,"1,190"
06/02/2020,7726,B1001,1,"1,000","1,000",0.00,0,"1,000"
06/02/2020,7726,NOS9393,1,"1,000","1,000",50.00,500,500
06/02/2020,7727,A8823,1,750,750,0.00,0,750
06/02/2020,7728,YI1915,1,"2,990","2,990",50.00,"1,495","1,495"
07/02/2020,7729,BFP003,1,790,790,10.00,79,711
07/02/2020,7730,C17019,1,"1,390","1,390",0.00,0,"1,390"
07/02/2020,7730,SH01-B,1,150,150,0.00,0,150
07/02/2020,7730,PASSION,2,"2,390","4,780",50.00,"2,390","2,390"
07/02/2020,7731,FANTASY,1,"2,390","2,390",50.00,"1,195","1,195"
07/02/2020,7731,CITIN,1,745,745,0.00,0,745
07/02/2020,7732,SH2374,1,990,990,0.00,0,990
07/02/2020,7733,M8063,2,300,600,0.00,0,600
07/02/2020,7734,SH2374,1,990,990,0.00,0,990
07/02/2020,7735,GO6031,1,"1,690","1,690",0.00,0,"1,690"
07/02/2020,7736,ANGEL,2,575,"1,150",0.00,0,"1,150"
07/02/2020,7736,B1001,1,"1,000","1,000",0.00,0,"1,000"
07/02/2020,7736,BML061,1,490,490,10.00,49,441
07/02/2020,7737,A054,1,650,650,0.00,0,650
07/02/2020,7738,SH2374,1,990,990,0.00,0,990
07/02/2020,7738,BN3115,1,990,990,0.00,0,990
08/02/2020,7739,H7724,1,"1,490","1,490",0.00,0,"1,490"
08/02/2020,7740,E18011,1,750,750,15.00,113,638
08/02/2020,7741,E3593,1,725,725,0.00,0,725
08/02/2020,7741,1216,1,350,350,0.00,0,350
08/02/2020,7742,BN3115,1,990,990,0.00,0,990
08/02/2020,7742,1216,1,350,350,0.00,0,350
08/02/2020,7743,AN3607,1,"2,090","2,090",50.00,"1,045","1,045"
08/02/2020,7744,AN3697,2,"2,390","4,780",50.00,"2,390","2,390"
08/02/2020,7745,AN3697,1,"2,390","2,390",50.00,"1,195","1,195"
08/02/2020,7746,NK719,1,"2,990","2,990",0.00,0,"2,990"
08/02/2020,7747,HBLN564,2,"1,885","3,770",0.00,0,"3,770"
08/02/2020,7748,B1001,1,"1,000","1,000",0.00,0,"1,000"
08/02/2020,7749,E18015,1,"1,390","1,390",0.00,0,"1,390"
08/02/2020,7750,SH2374,-1,990,-990,0.00,0,-990
08/02/2020,7750,C17020,1,"1,390","1,390",0.00,0,"1,390"
08/02/2020,7751,SH3002,1,950,950,0.00,0,950
08/02/2020,7751,D5130,1,900,900,0.00,0,900
09/02/2020,7752,E362,1,790,790,0.00,0,790
09/02/2020,7753,AN4743,1,"5,590","5,590",0.00,0,"5,590"
09/02/2020,7754,BF573,1,"1,090","1,090",10.00,109,981
09/02/2020,7755,B1001,1,"1,000","1,000",0.00,0,"1,000"
09/02/2020,7756,DISCLOSURE,2,"1,245","2,490",0.00,0,"2,490"
09/02/2020,7757,PASSION,1,"2,390","2,390",50.00,"1,195","1,195"
09/02/2020,7757,BALCONY,1,950,950,10.00,95,855
09/02/2020,7757,C17020,1,"1,390","1,390",0.00,0,"1,390"
09/02/2020,7758,VB2164,1,"9,990","9,990",50.00,"4,995","4,995"
09/02/2020,7759,AN3229,1,"2,240","2,240",50.00,"1,120","1,120"
09/02/2020,7759,SH976,1,990,990,0.00,0,990
09/02/2020,7759,BN3115,1,990,990,0.00,0,990
10/02/2020,7760,PASSION,1,"2,390","2,390",50.00,"1,195","1,195"
10/02/2020,7760,SH2374,1,990,990,0.00,0,990
10/02/2020,7761,BMB002,1,590,590,10.00,59,531
10/02/2020,7761,BFP003,1,790,790,10.00,79,711
10/02/2020,7762,AN3229,1,"2,240","2,240",50.00,"1,120","1,120"
10/02/2020,7762,BO3017,1,"4,990","4,990",60.00,"2,994","1,996"
10/02/2020,7763,GO6031,1,"1,690","1,690",0.00,0,"1,690"
10/02/2020,7763,MF1037,1,"2,150","2,150",0.00,0,"2,150"
10/02/2020,7763,AN2657-2.6,1,"1,150","1,150",0.00,0,"1,150"
10/02/2020,7763,BLG061,1,430,430,10.00,43,387
10/02/2020,7763,BELP04,1,120,120,10.00,12,108
10/02/2020,7764,KK153PU,1,"1,590","1,590",10.00,159,"1,431"
11/02/2020,7765,NBB351082,1,"1,190","1,190",0.00,0,"1,190"
11/02/2020,7765,T-118,1,990,990,0.00,0,990
11/02/2020,7766,NK699,1,"1,950","1,950",0.00,0,"1,950"
11/02/2020,7767,T-118,1,990,990,0.00,0,990
11/02/2020,7768,FANTASY,1,"2,390","2,390",50.00,"1,195","1,195"
11/02/2020,7769,DV2574,1,"2,990","2,990",0.00,0,"2,990"
11/02/2020,7770,B1001,1,"1,000","1,000",0.00,0,"1,000"
11/02/2020,7770,D5130,2,900,"1,800",0.00,0,"1,800"
11/02/2020,7771,KK153PU,1,"1,590","1,590",10.00,159,"1,431"
11/02/2020,7772,ORCHID,2,"1,990","3,980",50.00,"1,990","1,990"
12/02/2020,7773,NBB351082,1,"1,190","1,190",0.00,0,"1,190"
12/02/2020,7774,AN4637,1,"3,590","3,590",50.00,"1,795","1,795"
12/02/2020,7775,SH7561,1,990,990,0.00,0,990
12/02/2020,7776,CH0849PR,1,350,350,0.00,0,350
13/02/2020,7777,B7781,2,500,"1,000",0.00,0,"1,000"
13/02/2020,7778,NZ9003,1,"1,790","1,790",0.00,0,"1,790"
13/02/2020,7779,FANTASY,2,"2,390","4,780",50.00,"2,390","2,390"
13/02/2020,7779,AN3697,1,"2,390","2,390",50.00,"1,195","1,195"
13/02/2020,7779,B1001,1,"1,000","1,000",0.00,0,"1,000"
13/02/2020,7780,SH976,1,990,990,0.00,0,990
13/02/2020,7781,BLG061,1,430,430,0.00,0,430
13/02/2020,7782,C17020,1,"1,590","1,590",40.00,636,954
13/02/2020,7782,NK6318,1,"4,190","4,190",40.00,"1,676","2,514"
13/02/2020,7783,AN5588,1,"4,990","4,990",50.00,"2,495","2,495"
13/02/2020,7783,NU4430,1,"3,590","3,590",10.00,359,"3,231"
13/02/2020,7784,YI1905,1,"1,990","1,990",0.00,0,"1,990"
13/02/2020,7784,AN2659,1,"1,300","1,300",0.00,0,"1,300"
13/02/2020,7785,NU4432,1,"3,290","3,290",0.00,0,"3,290"
13/02/2020,7785,D5130,1,900,900,0.00,0,900
13/02/2020,7786,D5130,1,900,900,0.00,0,900
13/02/2020,7786,M1102,1,750,750,0.00,0,750
14/02/2020,7787,NU5417,1,"4,990","4,990",40.00,"1,996","2,994"
14/02/2020,7788,T-118,3,990,"2,970",0.00,0,"2,970"
14/02/2020,7789,NZ111,1,"1,590","1,590",40.00,636,954
14/02/2020,7790,MF1037,1,"2,150","2,150",10.00,215,"1,935"
14/02/2020,7791,AN3229,1,"2,240","2,240",50.00,"1,120","1,120"
14/02/2020,7791,NK0097,1,"4,690","4,690",40.00,"1,876","2,814"
14/02/2020,7791,I6335,3,400,"1,200",0.00,0,"1,200"
14/02/2020,7792,T-118,3,990,"2,970",0.00,0,"2,970"
14/02/2020,7793,GO6035,1,"1,990","1,990",10.00,199,"1,791"
14/02/2020,7793,CITIN,1,745,745,0.00,0,745
14/02/2020,7794,NU5491,1,"3,990","3,990",0.00,0,"3,990"
14/02/2020,7794,D6208,1,750,750,0.00,0,750
14/02/2020,7794,LA02,1,490,490,100.00,490,0
14/02/2020,7795,SHL266,1,890,890,0.00,0,890
14/02/2020,7796,H7724,-1,"1,490","-1,490",0.00,0,"-1,490"
14/02/2020,7796,SH876,1,"1,050","1,050",0.00,0,"1,050"
14/02/2020,7796,CITIN,1,745,745,0.00,0,745
14/02/2020,7797,KK153PU,1,"1,590","1,590",10.00,159,"1,431"
14/02/2020,7797,L7606,1,"2,290","2,290",10.00,229,"2,061"
14/02/2020,7798,MF1037,1,"2,150","2,150",10.00,215,"1,935"
15/02/2020,7799,SH2309,1,850,850,0.00,0,850
15/02/2020,7799,A8823,2,750,"1,500",0.00,0,"1,500"
15/02/2020,7800,NBB352073,1,"1,590","1,590",50.00,795,795
15/02/2020,7800,YI1915,1,"2,990","2,990",50.00,"1,495","1,495"
15/02/2020,7801,AN3125,3,"1,990","5,970",10.00,597,"5,373"
15/02/2020,7802,ORCHID,1,"1,990","1,990",50.00,995,995
15/02/2020,7803,V3127,1,"14,000","14,000",50.00,"7,000","7,000"
15/02/2020,7805,V3127,1,"14,000","14,000",50.00,"7,000","7,000"
15/02/2020,7806,NBB351082,1,"1,190","1,190",0.00,0,"1,190"
15/02/2020,7806,ORCHID,1,"1,990","1,990",50.00,995,995
15/02/2020,7807,SH3002,1,950,950,0.00,0,950
15/02/2020,7807,NOS9393,1,"1,000","1,000",50.00,500,500
15/02/2020,7808,NBB3581,1,"1,690","1,690",0.00,0,"1,690"
15/02/2020,7809,BUNTY,1,"1,090","1,090",0.00,0,"1,090"
15/02/2020,7809,NBB351082,1,"1,190","1,190",0.00,0,"1,190"
15/02/2020,7809,BF573,1,"1,090","1,090",0.00,0,"1,090"
15/02/2020,7810,DVMIX,1,"2,890","2,890",0.00,0,"2,890"
15/02/2020,7810,LS384BIG,1,"3,790","3,790",0.00,0,"3,790"
15/02/2020,7810,I6335,4,400,"1,600",0.00,0,"1,600"
15/02/2020,7811,T-118,-1,990,-990,0.00,0,-990
15/02/2020,7811,NBB351082,1,"1,190","1,190",0.00,0,"1,190"
15/02/2020,7812,B1001,1,"1,000","1,000",0.00,0,"1,000"
15/02/2020,7813,NBB351082,2,"1,190","2,380",0.00,0,"2,380"
15/02/2020,7813,CD705363743,1,790,790,0.00,0,790
15/02/2020,7814,DV2574,1,"2,990","2,990",0.00,0,"2,990"
15/02/2020,7815,MF1202,1,870,870,0.00,0,870
15/02/2020,7816,SH2309,-1,850,-850,0.00,0,-850
15/02/2020,7816,SH976,1,990,990,0.00,0,990
15/02/2020,7817,HBLN554,1,"1,885","1,885",10.00,189,"1,697"
15/02/2020,7818,NK675,1,"2,250","2,250",0.00,0,"2,250"
15/02/2020,7819,CHERRY,1,"2,390","2,390",50.00,"1,195","1,195"
15/02/2020,7820,CITIN,1,745,745,0.00,0,745
15/02/2020,7821,YI1915,1,"2,990","2,990",50.00,"1,495","1,495"
15/02/2020,7822,V3127,-1,"14,000","-14,000",50.00,"-7,000","-7,000"
16/02/2020,7823,YI1005,-1,"1,990","-1,990",0.00,0,"-1,990"
16/02/2020,7823,CITIN,3,745,"2,235",0.00,0,"2,235"
16/02/2020,7824,DISCLOSUREF,2,"1,350","2,700",0.00,0,"2,700"
16/02/2020,7825,LAUREL,1,"1,990","1,990",50.00,995,995
16/02/2020,7825,NBB352073,2,"1,590","3,180",50.00,"1,590","1,590"
16/02/2020,7825,B1001,1,"1,000","1,000",0.00,0,"1,000"
16/02/2020,7826,A8823,1,750,750,0.00,0,750
16/02/2020,7826,B1001,1,"1,000","1,000",0.00,0,"1,000"
16/02/2020,7827,LA02,1,490,490,0.00,0,490
16/02/2020,7828,C17019,1,"1,390","1,390",0.00,0,"1,390"
16/02/2020,7828,H2151,1,990,990,0.00,0,990
16/02/2020,7829,A8823,1,750,750,0.00,0,750
16/02/2020,7829,E1899,1,"1,000","1,000",50.00,500,500
16/02/2020,7830,TR7681,1,"1,850","1,850",0.00,0,"1,850"
16/02/2020,7830,H2151,1,990,990,0.00,0,990
16/02/2020,7830,LL105137BIG,1,600,600,0.00,0,600
16/02/2020,7830,AN2659,1,"1,300","1,300",0.00,0,"1,300"
16/02/2020,7831,PASSION,1,"2,390","2,390",50.00,"1,195","1,195"
16/02/2020,7832,NOS9393,1,990,990,50.00,495,495
17/02/2020,7833,AN2657-2.6,1,"1,150","1,150",0.00,0,"1,150"
17/02/2020,7834,B1001,1,"1,000","1,000",0.00,0,"1,000"
17/02/2020,7834,G179,1,400,400,0.00,0,400
17/02/2020,7834,NK699,1,"1,950","1,950",10.00,195,"1,755"
17/02/2020,7834,HBLP1000,1,"1,885","1,885",10.00,189,"1,697"
17/02/2020,7834,KK153PU,1,"1,590","1,590",10.00,159,"1,431"
17/02/2020,7834,KK155,1,"1,490","1,490",10.00,149,"1,341"
17/02/2020,7834,BN3115,1,990,990,0.00,0,990
17/02/2020,7835,NU4321,1,"2,990","2,990",0.00,0,"2,990"
17/02/2020,7835,H8706,1,850,850,0.00,0,850
17/02/2020,7835,B1001,1,"1,000","1,000",0.00,0,"1,000"
17/02/2020,7836,NU5114,1,"7,990","7,990",10.00,799,"7,191"
18/02/2020,7837,CITIN,1,745,745,0.00,0,745
18/02/2020,7838,CITIN,1,745,745,0.00,0,745
18/02/2020,7838,BLS061,1,450,450,0.00,0,450
18/02/2020,7839,H060,1,990,990,50.00,495,495
18/02/2020,7840,AN2659,1,"1,300","1,300",0.00,0,"1,300"
18/02/2020,7841,FANTASY,1,"2,390","2,390",50.00,"1,195","1,195"
18/02/2020,7842,KK191,1,"1,390","1,390",0.00,0,"1,390"
18/02/2020,7843,CITINLUXURY,1,875,875,0.00,0,875
18/02/2020,7843,I6381,1,400,400,0.00,0,400
18/02/2020,7844,NK0097,1,"5,590","5,590",50.00,"2,795","2,795"
18/02/2020,7844,BF573,1,"1,090","1,090",10.00,109,981
18/02/2020,7845,RUBY-B532,1,850,850,0.00,0,850
18/02/2020,7845,B1001,1,"1,000","1,000",0.00,0,"1,000"
18/02/2020,7846,H8706,1,850,850,0.00,0,850
19/02/2020,7847,H060,1,990,990,50.00,495,495
19/02/2020,7848,NBB351082,2,"1,190","2,380",0.00,0,"2,380"
19/02/2020,7848,T-118,1,990,990,0.00,0,990
19/02/2020,7849,YI1005,1,"1,990","1,990",10.00,199,"1,791"
19/02/2020,7850,CITIN,1,745,745,0.00,0,745
19/02/2020,7851,L3016,1,590,590,0.00,0,590
19/02/2020,7851,T-118,1,990,990,0.00,0,990
19/02/2020,7852,HBA066,1,"1,885","1,885",0.00,0,"1,885"
19/02/2020,7853,NU7122,1,"5,990","5,990",70.00,"4,193","1,797"
19/02/2020,7853,KK153PU,1,"1,590","1,590",10.00,159,"1,431"
19/02/2020,7854,PASSION,1,"2,390","2,390",50.00,"1,195","1,195"
