Customer Date,Inv. #,Design Number,Quantity,Rate,Amount,Dis (%),Discount Amount,Amount after Discount
22/05/2017,198,SH7400,1,700,700,0.00,0,700
22/05/2017,198,BOTANICE,1,90,90,100.00,90,0
22/05/2017,199,AN3634,-2,"2,290","-4,580",20.00,-916,"-3,664"
23/05/2017,200,CITIN,1,550,550,0.00,0,550
23/05/2017,201,CITIN,1,550,550,0.00,0,550
23/05/2017,202,YI1005,1,"1,650","1,650",0.00,0,"1,650"
23/05/2017,202,BOTANICE,1,90,90,100.00,90,0
23/05/2017,203,SBISUI667,1,"3,570","3,570",0.00,0,"3,570"
23/05/2017,203,BOTANIC,1,425,425,100.00,425,0
23/05/2017,204,T-118,1,840,840,0.00,0,840
23/05/2017,204,TAAG001,1,400,400,100.00,400,0
23/05/2017,204,AN3635,1,"2,290","2,290",0.00,0,"2,290"
24/05/2017,205,SH6328,1,750,750,4.00,30,720
24/05/2017,206,NBB351082,1,950,950,0.00,0,950
24/05/2017,207,SBP891,1,"2,065","2,065",0.00,0,"2,065"
24/05/2017,207,TAAG001,1,400,400,100.00,400,0
24/05/2017,208,YI1005,-1,"1,650","-1,650",0.00,0,"-1,650"
24/05/2017,208,DISCLOSURE,2,925,"1,850",0.00,0,"1,850"
24/05/2017,209,BN937,1,795,795,0.00,0,795
24/05/2017,209,SH1981,2,795,"1,590",0.00,0,"1,590"
24/05/2017,209,BN698,1,350,350,0.00,0,350
24/05/2017,209,BOTANIC,1,425,425,100.00,425,0
25/05/2017,210,NBB352073,1,990,990,0.00,0,990
25/05/2017,211,SBP891,1,"2,065","2,065",0.00,0,"2,065"
25/05/2017,211,TAAG001,1,400,400,100.00,400,0
25/05/2017,212,BO5333,1,"3,050","3,050",0.00,0,"3,050"
25/05/2017,212,BOTANIC,1,425,425,100.00,425,0
25/05/2017,213,AN3634,2,"2,290","4,580",20.00,916,"3,664"
25/05/2017,214,NKAB33,1,"3,590","3,590",0.00,0,"3,590"
25/05/2017,214,VISELLAMIX,1,"2,195","2,195",0.00,0,"2,195"
25/05/2017,214,NK0949,1,"1,390","1,390",10.00,139,"1,251"
25/05/2017,215,NKNSP011,1,300,300,50.00,150,150
25/05/2017,216,FANTASY,1,"1,395","1,395",0.00,0,"1,395"
25/05/2017,216,SH1928,2,695,"1,390",0.00,0,"1,390"
25/05/2017,216,DISCLOSURE,2,925,"1,850",0.00,0,"1,850"
25/05/2017,216,BOTANIC,1,425,425,100.00,425,0
26/05/2017,217,AN3698,1,"1,690","1,690",0.00,0,"1,690"
26/05/2017,217,BOTANICE,1,90,90,100.00,90,0
26/05/2017,218,NK2120,1,"2,295","2,295",10.00,230,"2,066"
26/05/2017,218,NK2125,1,"1,995","1,995",10.00,200,"1,796"
26/05/2017,219,KK153PU,1,"1,390","1,390",10.00,139,"1,251"
26/05/2017,220,AN3698,-1,"1,690","-1,690",0.00,0,"-1,690"
26/05/2017,220,BOTANICE,1,90,90,100.00,90,0
26/05/2017,221,T-118,1,840,840,0.00,0,840
26/05/2017,221,SBC303,1,"1,230","1,230",0.00,0,"1,230"
26/05/2017,221,LL8920,1,700,700,0.00,0,700
26/05/2017,221,BOTANIC,1,425,425,100.00,425,0
27/05/2017,222,GO6031,1,"1,295","1,295",10.00,130,"1,166"
27/05/2017,223,NBB351082,1,950,950,0.00,0,950
27/05/2017,224,AN2659,1,975,975,0.00,0,975
27/05/2017,225,NBB351082,1,950,950,0.00,0,950
28/05/2017,226,NBB3973,1,"3,390","3,390",15.00,509,"2,882"
29/05/2017,227,GO4740,1,"3,950","3,950",0.00,0,"3,950"
29/05/2017,227,GO4725,1,"2,490","2,490",0.00,0,"2,490"
29/05/2017,227,SBI2000,1,"2,415","2,415",0.00,0,"2,415"
29/05/2017,227,GOLD,1,"1,100","1,100",100.00,"1,100",0
30/05/2017,228,BJ61305,2,"2,900","5,800",0.00,0,"5,800"
30/05/2017,228,GOLD,1,"1,100","1,100",100.00,"1,100",0
31/05/2017,229,NBB352073,1,990,990,0.00,0,990
31/05/2017,229,CH0298BIG,1,400,400,0.00,0,400
31/05/2017,230,KK153PU,2,"1,390","2,780",20.00,556,"2,224"
31/05/2017,230,KK155,1,"1,290","1,290",20.00,258,"1,032"
31/05/2017,231,CITIN,1,550,550,0.00,0,550
31/05/2017,232,CITIN,2,550,"1,100",0.00,0,"1,100"
31/05/2017,232,BN2217,1,650,650,10.00,65,585
31/05/2017,233,GO6000,1,"1,395","1,395",10.00,140,"1,256"
31/05/2017,233,BN909,-1,795,-795,0.00,0,-795
31/05/2017,234,SH6328,1,750,750,0.00,0,750
01/06/2017,235,YI1005,1,"1,650","1,650",0.00,0,"1,650"
01/06/2017,236,SBD7000,1,"2,250","2,250",10.00,225,"2,025"
01/06/2017,236,HP001,1,"1,190","1,190",10.00,119,"1,071"
03/06/2017,237,NBB351082,-1,950,-950,0.00,0,-950
03/06/2017,237,CITINLUXURY,2,745,"1,490",0.00,0,"1,490"
03/06/2017,238,SH6328,1,750,750,0.00,0,750
03/06/2017,239,WG001,2,550,"1,100",0.00,0,"1,100"
03/06/2017,240,SBB578,1,"1,715","1,715",10.00,172,"1,544"
03/06/2017,241,CITIN,1,550,550,0.00,0,550
04/06/2017,242,GP532,2,800,"1,600",0.00,0,"1,600"
04/06/2017,242,AN3229,1,"1,490","1,490",0.00,0,"1,490"
04/06/2017,242,AN3698,1,"1,690","1,690",0.00,0,"1,690"
04/06/2017,242,AN3592-7,1,"1,590","1,590",0.00,0,"1,590"
04/06/2017,242,GOLD,1,"1,100","1,100",100.00,"1,100",0
04/06/2017,243,BJ61305,1,"2,900","2,900",0.00,0,"2,900"
04/06/2017,243,BOTANIC,1,425,425,100.00,425,0
04/06/2017,244,GO4715,1,"2,490","2,490",20.00,498,"1,992"
04/06/2017,245,HP85,2,995,"1,990",0.00,0,"1,990"
04/06/2017,246,GP532,1,800,800,0.00,0,800
04/06/2017,246,YI1915,1,"2,150","2,150",0.00,0,"2,150"
04/06/2017,246,NBB351082,1,950,950,0.00,0,950
04/06/2017,246,AN2657-2.6,1,750,750,0.00,0,750
04/06/2017,246,GOLD,1,"1,100","1,100",100.00,"1,100",0
05/06/2017,247,CITIN,1,550,550,0.00,0,550
05/06/2017,248,WG001,1,550,550,0.00,0,550
05/06/2017,249,SH6328,-1,750,-750,0.00,0,-750
05/06/2017,249,SH7400,1,700,700,0.00,0,700
06/06/2017,250,KK155,1,"1,290","1,290",0.00,0,"1,290"
06/06/2017,250,SH01-B,1,150,150,0.00,0,150
06/06/2017,250,BOTANICE,1,90,90,100.00,90,0
07/06/2017,251,CITIN,2,550,"1,100",0.00,0,"1,100"
07/06/2017,252,RUBY-B532,1,630,630,20.00,126,504
07/06/2017,253,YI1905,1,"1,590","1,590",0.00,0,"1,590"
07/06/2017,253,YI1915,1,"2,150","2,150",0.00,0,"2,150"
07/06/2017,254,WG001,1,550,550,0.00,0,550
07/06/2017,255,WG001,1,550,550,0.00,0,550
08/06/2017,256,CITIN,2,550,"1,100",0.00,0,"1,100"
08/06/2017,257,CITIN,2,550,"1,100",0.00,0,"1,100"
08/06/2017,258,BN8828,1,690,690,0.00,0,690
08/06/2017,259,FANTASY,1,"1,395","1,395",0.00,0,"1,395"
08/06/2017,259,AN3592-7,1,"1,590","1,590",0.00,0,"1,590"
08/06/2017,260,KK153PU,1,"1,390","1,390",0.00,0,"1,390"
08/06/2017,261,WG003,1,600,600,0.00,0,600
09/06/2017,262,CITIN,1,550,550,0.00,0,550
09/06/2017,263,OPAL,1,895,895,10.00,90,806
09/06/2017,264,ORCHID,1,"1,150","1,150",0.00,0,"1,150"
09/06/2017,264,BOTANICE,1,90,90,100.00,90,0
09/06/2017,265,ORCHID,-1,"1,150","-1,150",0.00,0,"-1,150"
09/06/2017,265,BOTANICE,-1,90,-90,100.00,-90,0
09/06/2017,266,ORCHID,1,"1,150","1,150",0.00,0,"1,150"
09/06/2017,266,AN3698,1,"1,690","1,690",0.00,0,"1,690"
09/06/2017,266,NBB352073,1,990,990,100.00,990,0
10/06/2017,267,BN2217,1,650,650,0.00,0,650
10/06/2017,268,SH6328,1,750,750,0.00,0,750
10/06/2017,269,AN3229,1,"1,490","1,490",0.00,0,"1,490"
10/06/2017,269,YI1905,1,"1,590","1,590",0.00,0,"1,590"
10/06/2017,269,NBB3581,1,"1,395","1,395",100.00,"1,395",0
10/06/2017,270,YI1905,1,"1,590","1,590",20.00,318,"1,272"
10/06/2017,270,NBB351082,1,950,950,20.00,190,760
10/06/2017,271,CITIN,-1,550,-550,0.00,0,-550
10/06/2017,271,AN2659,1,975,975,0.00,0,975
11/06/2017,272,NBB3581,1,"1,395","1,395",0.00,0,"1,395"
11/06/2017,272,OPAL,1,895,895,0.00,0,895
11/06/2017,272,OPAL,1,895,895,100.00,895,0
11/06/2017,273,YI1905,2,"1,590","3,180",0.00,0,"3,180"
11/06/2017,273,YI1905,1,"1,590","1,590",100.00,"1,590",0
11/06/2017,274,A333,1,300,300,0.00,0,300
11/06/2017,274,GP532,1,800,800,0.00,0,800
11/06/2017,274,A444,1,300,300,100.00,300,0
11/06/2017,275,KK155,2,"1,290","2,580",0.00,0,"2,580"
11/06/2017,275,KK155,1,"1,290","1,290",100.00,"1,290",0
11/06/2017,276,NBB351082,2,950,"1,900",0.00,0,"1,900"
11/06/2017,276,NBB351082,1,950,950,100.00,950,0
11/06/2017,277,YI1915,2,"2,150","4,300",0.00,0,"4,300"
11/06/2017,277,NBB351082,1,950,950,0.00,0,950
11/06/2017,277,NBB351082,1,950,950,100.00,950,0
11/06/2017,278,AN3616,1,"1,850","1,850",10.00,185,"1,665"
11/06/2017,279,YI1915,2,"2,150","4,300",0.00,0,"4,300"
11/06/2017,279,NBB351082,1,950,950,100.00,950,0
11/06/2017,280,NBB351082,2,950,"1,900",0.00,0,"1,900"
11/06/2017,280,NBB351082,1,950,950,100.00,950,0
11/06/2017,281,YI1915,-2,"2,150","-4,300",0.00,0,"-4,300"
11/06/2017,281,NBB351082,-1,950,-950,0.00,0,-950
11/06/2017,281,NBB351082,-1,950,-950,100.00,-950,0
12/06/2017,282,BN2217,1,650,650,0.00,0,650
12/06/2017,283,SBC347,1,"1,230","1,230",0.00,0,"1,230"
12/06/2017,283,AN2657-2.6,1,750,750,0.00,0,750
12/06/2017,283,BN806,1,750,750,100.00,750,0
12/06/2017,284,SBC347,2,"1,230","2,460",0.00,0,"2,460"
12/06/2017,284,AN2657-2.6,1,750,750,100.00,750,0
12/06/2017,285,SBC347,-1,"1,230","-1,230",0.00,0,"-1,230"
12/06/2017,285,AN2657-2.6,-1,750,-750,0.00,0,-750
12/06/2017,285,BN806,-1,750,-750,100.00,-750,0
12/06/2017,286,BN937,1,795,795,0.00,0,795
12/06/2017,286,SH1928,1,695,695,0.00,0,695
12/06/2017,286,BN2217,1,650,650,100.00,650,0
12/06/2017,287,GO6031,1,"1,295","1,295",0.00,0,"1,295"
12/06/2017,287,NK2118,1,"1,995","1,995",0.00,0,"1,995"
12/06/2017,287,BN937,1,795,795,100.00,795,0
12/06/2017,288,BJ61305,1,"2,900","2,900",20.00,580,"2,320"
12/06/2017,289,BN8056,1,750,750,0.00,0,750
12/06/2017,289,SH1981,1,795,795,0.00,0,795
12/06/2017,289,SH3154,1,300,300,100.00,300,0
12/06/2017,290,YI1905,-2,"1,590","-3,180",0.00,0,"-3,180"
12/06/2017,290,YI1905,-1,"1,590","-1,590",100.00,"-1,590",0
12/06/2017,290,NBB3581,2,"1,395","2,790",0.00,0,"2,790"
12/06/2017,290,NBB3581,1,"1,395","1,395",100.00,"1,395",0
12/06/2017,290,SH3154,1,300,300,0.00,0,300
12/06/2017,291,A333,2,300,600,0.00,0,600
12/06/2017,291,A444,1,300,300,100.00,300,0
13/06/2017,292,MF1037,1,"1,590","1,590",0.00,0,"1,590"
13/06/2017,293,KK155,-1,"1,290","-1,290",0.00,0,"-1,290"
13/06/2017,293,GO6031,1,"1,295","1,295",0.00,0,"1,295"
13/06/2017,293,SH01-B,1,150,150,0.00,0,150
13/06/2017,294,XBO036,1,"1,925","1,925",0.00,0,"1,925"
13/06/2017,295,BN806,1,750,750,0.00,0,750
14/06/2017,296,YI1005,1,"1,650","1,650",0.00,0,"1,650"
14/06/2017,296,NBB3581,1,"1,395","1,395",0.00,0,"1,395"
14/06/2017,296,NBB3581,1,"1,395","1,395",100.00,"1,395",0
14/06/2017,297,NBB352073,1,990,990,0.00,0,990
14/06/2017,298,BJ61305,1,"2,900","2,900",10.00,290,"2,610"
15/06/2017,299,AN3698,1,"1,690","1,690",0.00,0,"1,690"
15/06/2017,300,NBB352073,1,990,990,100.00,990,0
15/06/2017,300,ORCHID,1,"1,150","1,150",0.00,0,"1,150"
15/06/2017,300,NBB352073,1,990,990,0.00,0,990
15/06/2017,301,CITIN,1,550,550,0.00,0,550
15/06/2017,302,YI1915,2,"2,150","4,300",0.00,0,"4,300"
15/06/2017,302,YI1915,1,"2,150","2,150",100.00,"2,150",0
15/06/2017,303,LL8920,1,700,700,10.00,70,630
16/06/2017,304,BN2217,-1,650,-650,0.00,0,-650
16/06/2017,304,SH2085,1,750,750,0.00,0,750
16/06/2017,305,BN806,1,750,750,20.00,150,600
16/06/2017,306,LL38694,1,400,400,0.00,0,400
16/06/2017,307,AN2476,1,"2,290","2,290",0.00,0,"2,290"
16/06/2017,307,HHSF0581,1,"1,895","1,895",0.00,0,"1,895"
16/06/2017,307,VG1401,1,950,950,100.00,950,0
16/06/2017,308,SH1928,2,695,"1,390",0.00,0,"1,390"
16/06/2017,308,SH1928,1,695,695,100.00,695,0
16/06/2017,309,BN909,1,795,795,0.00,0,795
16/06/2017,309,BN806,1,750,750,0.00,0,750
16/06/2017,309,BN8828,1,690,690,100.00,690,0
16/06/2017,310,NBB351082,1,950,950,0.00,0,950
16/06/2017,310,SH2085,1,750,750,0.00,0,750
16/06/2017,310,CITIN,1,550,550,0.00,0,550
16/06/2017,311,RUBY-B532,2,630,"1,260",0.00,0,"1,260"
16/06/2017,311,RUBY-B532,1,630,630,100.00,630,0
16/06/2017,312,CH0298BIG,1,400,400,0.00,0,400
16/06/2017,312,LL52660,1,350,350,0.00,0,350
16/06/2017,312,BN1297,1,350,350,100.00,350,0
17/06/2017,313,LL38694,1,400,400,0.00,0,400
17/06/2017,313,CH0558,1,450,450,0.00,0,450
17/06/2017,313,CH04490849,1,350,350,100.00,350,0
17/06/2017,314,AN3592-7,1,"1,590","1,590",0.00,0,"1,590"
17/06/2017,315,SH6328,2,750,"1,500",0.00,0,"1,500"
17/06/2017,315,BN8828,1,690,690,100.00,690,0
17/06/2017,315,AN2657-2.6,1,750,750,0.00,0,750
17/06/2017,316,AN3698,1,"1,690","1,690",0.00,0,"1,690"
17/06/2017,316,AN3229,1,"1,490","1,490",0.00,0,"1,490"
17/06/2017,316,AN3229,1,"1,490","1,490",100.00,"1,490",0
17/06/2017,317,AN3698,-1,"1,690","-1,690",0.00,0,"-1,690"
17/06/2017,317,AN3229,-1,"1,490","-1,490",0.00,0,"-1,490"
17/06/2017,317,AN3229,-1,"1,490","-1,490",100.00,"-1,490",0
17/06/2017,318,AN3229,1,"1,490","1,490",0.00,0,"1,490"
17/06/2017,318,AN3698,1,"1,690","1,690",0.00,0,"1,690"
17/06/2017,318,FANTASY,1,"1,395","1,395",100.00,"1,395",0
17/06/2017,319,AN3698,1,"1,690","1,690",0.00,0,"1,690"
17/06/2017,319,AN3229,1,"1,490","1,490",0.00,0,"1,490"
17/06/2017,319,FANTASY,1,"1,395","1,395",0.00,0,"1,395"
17/06/2017,319,GP532,1,800,800,100.00,800,0
17/06/2017,320,BN8056,-1,750,-750,0.00,0,-750
17/06/2017,320,SH1981,-1,795,-795,0.00,0,-795
17/06/2017,320,SH3154,-1,300,-300,100.00,-300,0
17/06/2017,320,GO6000,1,"1,395","1,395",0.00,0,"1,395"
17/06/2017,320,SH01-B,1,150,150,0.00,0,150
17/06/2017,321,NBB3581,1,"1,395","1,395",0.00,0,"1,395"
17/06/2017,321,CITIN,1,550,550,0.00,0,550
17/06/2017,322,BN0512,1,750,750,0.00,0,750
18/06/2017,323,LL52860BIG,2,400,800,0.00,0,800
18/06/2017,323,LL526619BIG,1,400,400,100.00,400,0
18/06/2017,324,BN937,1,795,795,0.00,0,795
18/06/2017,324,BN0512,1,750,750,0.00,0,750
18/06/2017,324,BN8828,1,690,690,100.00,690,0
18/06/2017,325,YI1905,1,"1,590","1,590",0.00,0,"1,590"
19/06/2017,326,CITIN,1,550,550,0.00,0,550
19/06/2017,327,SH3154,2,300,600,0.00,0,600
19/06/2017,327,SH3154,1,300,300,100.00,300,0
19/06/2017,328,T-118,1,840,840,0.00,0,840
19/06/2017,328,AN2657-2.6,1,750,750,0.00,0,750
19/06/2017,328,RUBY-B532,1,630,630,100.00,630,0
19/06/2017,329,CITIN,1,550,550,0.00,0,550
19/06/2017,330,OPAL,1,895,895,0.00,0,895
19/06/2017,330,LL8920,1,700,700,0.00,0,700
19/06/2017,330,BN2217,1,650,650,100.00,650,0
19/06/2017,331,GO6031,1,"1,295","1,295",0.00,0,"1,295"
19/06/2017,331,BN937,-1,795,-795,0.00,0,-795
19/06/2017,332,AN2476,1,"2,290","2,290",0.00,0,"2,290"
19/06/2017,333,YI1905,2,"1,590","3,180",0.00,0,"3,180"
19/06/2017,333,YI1905,1,"1,590","1,590",100.00,"1,590",0
19/06/2017,334,AN2659,1,975,975,0.00,0,975
20/06/2017,335,SBD3034,2,"2,970","5,940",0.00,0,"5,940"
20/06/2017,335,SBD6010,1,"2,670","2,670",100.00,"2,670",0
20/06/2017,336,NBB351082,1,950,950,0.00,0,950
20/06/2017,336,CITIN,1,550,550,0.00,0,550
20/06/2017,337,LL8920,2,700,"1,400",0.00,0,"1,400"
20/06/2017,337,LL8920,1,700,700,100.00,700,0
20/06/2017,338,LL8920,1,700,700,0.00,0,700
20/06/2017,339,CITIN,2,550,"1,100",0.00,0,"1,100"
20/06/2017,340,VG2802,1,500,500,0.00,0,500
20/06/2017,340,SH3154,1,300,300,0.00,0,300
20/06/2017,340,SH3154,1,300,300,100.00,300,0
20/06/2017,341,GP532,1,800,800,0.00,0,800
20/06/2017,342,SH1928,1,695,695,0.00,0,695
20/06/2017,343,NBB351082,1,950,950,0.00,0,950
21/06/2017,344,AN4613,1,"2,990","2,990",0.00,0,"2,990"
21/06/2017,344,BN8056,1,750,750,0.00,0,750
21/06/2017,344,SH1928,1,695,695,100.00,695,0
21/06/2017,345,NBB351082,1,950,950,0.00,0,950
21/06/2017,346,BN806,1,750,750,0.00,0,750
21/06/2017,346,SH6328,1,750,750,0.00,0,750
21/06/2017,346,SH1928,1,695,695,100.00,695,0
21/06/2017,347,SH01-B,2,150,300,0.00,0,300
21/06/2017,348,CITIN,1,550,550,0.00,0,550
21/06/2017,349,LL38696,2,350,700,0.00,0,700
21/06/2017,349,LL38696,1,350,350,100.00,350,0
21/06/2017,349,LL8920,1,700,700,0.00,0,700
21/06/2017,350,NBB351082,2,950,"1,900",0.00,0,"1,900"
21/06/2017,350,BN806,1,750,750,100.00,750,0
21/06/2017,351,CITIN,1,550,550,0.00,0,550
21/06/2017,352,NKVS135,2,"1,995","3,990",0.00,0,"3,990"
21/06/2017,352,KK153PU,1,"1,390","1,390",100.00,"1,390",0
21/06/2017,353,WG001,1,550,550,0.00,0,550
21/06/2017,354,FANTASY,1,"1,395","1,395",0.00,0,"1,395"
21/06/2017,354,BN2217,1,650,650,0.00,0,650
21/06/2017,354,BN2217,1,650,650,100.00,650,0
21/06/2017,355,FANTASY,-1,"1,395","-1,395",0.00,0,"-1,395"
21/06/2017,355,BN2217,-1,650,-650,0.00,0,-650
21/06/2017,355,BN2217,-1,650,-650,100.00,-650,0
21/06/2017,356,FANTASY,1,"1,395","1,395",0.00,0,"1,395"
21/06/2017,356,AN2657-2.6,1,750,750,0.00,0,750
21/06/2017,356,BN2217,1,650,650,100.00,650,0
21/06/2017,357,AN2657-2.6,-1,750,-750,0.00,0,-750
21/06/2017,357,LL8920,1,700,700,0.00,0,700
21/06/2017,358,USPMIXLP,2,"4,095","8,190",0.00,0,"8,190"
21/06/2017,358,AYDOSHORTS,1,"2,595","2,595",100.00,"2,595",0
21/06/2017,359,VG2805,1,500,500,0.00,0,500
21/06/2017,360,SH2085,-1,750,-750,0.00,0,-750
21/06/2017,360,NBB351082,1,950,950,0.00,0,950
21/06/2017,361,RUBY-B532,2,630,"1,260",0.00,0,"1,260"
21/06/2017,361,RUBY-B532,1,630,630,100.00,630,0
21/06/2017,362,CITIN,1,550,550,0.00,0,550
21/06/2017,363,RUBY-B532,1,630,630,0.00,0,630
22/06/2017,364,NCA588599,1,"1,895","1,895",0.00,0,"1,895"
22/06/2017,364,AN3698,1,"1,690","1,690",0.00,0,"1,690"
22/06/2017,364,AN3698,1,"1,690","1,690",100.00,"1,690",0
22/06/2017,365,GO6031,1,"1,295","1,295",0.00,0,"1,295"
22/06/2017,365,KK155,1,"1,290","1,290",0.00,0,"1,290"
22/06/2017,365,KK155,1,"1,290","1,290",100.00,"1,290",0
22/06/2017,366,AN2657-2.6,1,750,750,0.00,0,750
22/06/2017,366,MF1501,1,690,690,0.00,0,690
22/06/2017,366,MF1501,1,690,690,100.00,690,0
22/06/2017,367,BN8056,2,750,"1,500",0.00,0,"1,500"
22/06/2017,367,BN8056,1,750,750,100.00,750,0
22/06/2017,368,AN2657-2.6,-1,750,-750,0.00,0,-750
22/06/2017,368,MF1501,-1,690,-690,0.00,0,-690
22/06/2017,368,MF1501,1,690,690,100.00,690,0
22/06/2017,369,NK8309,1,"3,990","3,990",0.00,0,"3,990"
22/06/2017,369,BN937,1,795,795,0.00,0,795
22/06/2017,369,BN2217,1,650,650,100.00,650,0
22/06/2017,370,T-118,2,840,"1,680",0.00,0,"1,680"
22/06/2017,370,RUBY-B532,1,630,630,100.00,630,0
22/06/2017,371,ORCHID,1,"1,150","1,150",0.00,0,"1,150"
22/06/2017,371,ZINNIA,1,"1,190","1,190",0.00,0,"1,190"
22/06/2017,371,LL8920,1,700,700,100.00,700,0
22/06/2017,372,SH6328,2,750,"1,500",0.00,0,"1,500"
22/06/2017,372,BN8828,1,690,690,100.00,690,0
22/06/2017,373,ORCHID,1,"1,150","1,150",0.00,0,"1,150"
22/06/2017,373,NBB351082,1,950,950,0.00,0,950
22/06/2017,373,NBB351082,1,950,950,100.00,950,0
22/06/2017,374,A444,2,300,600,0.00,0,600
22/06/2017,374,A444,1,300,300,100.00,300,0
22/06/2017,375,MF1255,1,"2,390","2,390",10.00,239,"2,151"
22/06/2017,376,AN2657-2.6,2,750,"1,500",0.00,0,"1,500"
22/06/2017,376,WG001,3,550,"1,650",0.00,0,"1,650"
22/06/2017,376,AN2657-2.6,1,750,750,100.00,750,0
22/06/2017,377,KK155,1,"1,290","1,290",0.00,0,"1,290"
22/06/2017,377,BN937,1,795,795,0.00,0,795
22/06/2017,377,BN806,1,750,750,100.00,750,0
22/06/2017,378,YI1905,2,"1,590","3,180",0.00,0,"3,180"
22/06/2017,378,YI1905,1,"1,590","1,590",100.00,"1,590",0
22/06/2017,379,T-118,1,840,840,0.00,0,840
22/06/2017,379,AN2657-2.6,1,750,750,0.00,0,750
22/06/2017,379,RUBY-B532,1,630,630,100.00,630,0
23/06/2017,380,LL8920,1,700,700,0.00,0,700
23/06/2017,380,A444,1,300,300,0.00,0,300
23/06/2017,380,A444,1,300,300,100.00,300,0
23/06/2017,381,WG001,1,550,550,0.00,0,550
23/06/2017,382,YI1915,1,"2,150","2,150",0.00,0,"2,150"
23/06/2017,382,YI1005,1,"1,650","1,650",0.00,0,"1,650"
23/06/2017,382,YI1005,1,"1,650","1,650",100.00,"1,650",0
23/06/2017,383,AN3125,2,"1,590","3,180",0.00,0,"3,180"
23/06/2017,383,AN3125,1,"1,590","1,590",100.00,"1,590",0
23/06/2017,384,ZINNIA,1,"1,190","1,190",0.00,0,"1,190"
23/06/2017,384,CH4968,1,450,450,100.00,450,0
23/06/2017,384,NKVS135,1,"1,995","1,995",0.00,0,"1,995"
23/06/2017,385,CITIN,1,580,580,0.00,0,580
23/06/2017,386,KK161,1,"1,190","1,190",0.00,0,"1,190"
23/06/2017,386,BN937,1,795,795,0.00,0,795
23/06/2017,386,SH1981,1,795,795,100.00,795,0
23/06/2017,387,M&SMIX006,2,"1,550","3,100",0.00,0,"3,100"
23/06/2017,387,M&SMIX006,1,"1,550","1,550",100.00,"1,550",0
23/06/2017,388,ZINNIA,-1,"1,190","-1,190",0.00,0,"-1,190"
23/06/2017,388,CH4968,-1,450,-450,100.00,-450,0
23/06/2017,388,NKVS135,-1,"1,995","-1,995",0.00,0,"-1,995"
23/06/2017,389,SHA113,2,200,400,0.00,0,400
23/06/2017,389,SHA113,1,200,200,100.00,200,0
23/06/2017,390,KK155,1,"1,290","1,290",0.00,0,"1,290"
23/06/2017,390,KK161,1,"1,190","1,190",0.00,0,"1,190"
23/06/2017,390,KK161,1,"1,190","1,190",100.00,"1,190",0
23/06/2017,391,MF1501,1,690,690,0.00,0,690
23/06/2017,391,AN2657-2.6,1,750,750,0.00,0,750
23/06/2017,391,MF1501,1,690,690,100.00,690,0
23/06/2017,392,CH4968,1,450,450,0.00,0,450
23/06/2017,392,SH2085,1,750,750,0.00,0,750
23/06/2017,392,CH0203,1,400,400,100.00,400,0
23/06/2017,393,CH0298BIG,2,400,800,0.00,0,800
23/06/2017,393,BN1297,1,350,350,100.00,350,0
23/06/2017,394,BJ61305,1,"2,900","2,900",0.00,0,"2,900"
23/06/2017,394,SBD6010,1,"2,670","2,670",0.00,0,"2,670"
23/06/2017,394,M&SMIX006,1,"1,550","1,550",100.00,"1,550",0
23/06/2017,395,GO4750,1,"3,950","3,950",0.00,0,"3,950"
23/06/2017,395,NBB3973,1,"3,390","3,390",0.00,0,"3,390"
23/06/2017,395,PC613,1,"3,290","3,290",100.00,"3,290",0
23/06/2017,396,KK155,1,"1,290","1,290",0.00,0,"1,290"
23/06/2017,397,KK155,-1,"1,290","-1,290",0.00,0,"-1,290"
23/06/2017,398,KK155,1,"1,290","1,290",5.00,65,"1,226"
23/06/2017,399,LL8920,1,700,700,0.00,0,700
24/06/2017,400,VG214,1,695,695,0.00,0,695
24/06/2017,400,BN2217,1,650,650,0.00,0,650
24/06/2017,400,BN698,1,350,350,100.00,350,0
24/06/2017,401,BN1297,1,350,350,0.00,0,350
24/06/2017,402,YI1905,1,"1,590","1,590",0.00,0,"1,590"
24/06/2017,403,YI1905,-1,"1,590","-1,590",0.00,0,"-1,590"
24/06/2017,404,AN2476,1,"2,290","2,290",0.00,0,"2,290"
24/06/2017,404,YI1905,1,"1,590","1,590",0.00,0,"1,590"
24/06/2017,404,YI1905,1,"1,590","1,590",100.00,"1,590",0
24/06/2017,405,YI1905,1,"1,590","1,590",0.00,0,"1,590"
24/06/2017,406,YI1915,1,"2,150","2,150",0.00,0,"2,150"
24/06/2017,406,BJ61305,1,"2,900","2,900",0.00,0,"2,900"
24/06/2017,406,SH876,1,890,890,100.00,890,0
24/06/2017,407,LL8920,2,700,"1,400",0.00,0,"1,400"
24/06/2017,407,LL8920,1,700,700,100.00,700,0
24/06/2017,408,SBD6010,1,"2,670","2,670",0.00,0,"2,670"
24/06/2017,408,NK0062,1,"2,995","2,995",0.00,0,"2,995"
24/06/2017,408,SBD7000,1,"2,250","2,250",100.00,"2,250",0
24/06/2017,409,T-118,1,840,840,0.00,0,840
24/06/2017,410,SH2147,1,750,750,0.00,0,750
24/06/2017,411,M&SMIX006,2,"1,550","3,100",20.00,620,"2,480"
24/06/2017,412,AN3229,2,"1,490","2,980",0.00,0,"2,980"
